a,b,c
1,-0.784142348687003,w
2,-0.2064858368091578,c
3,1.170173153661213,x
4,0.9317937056458822,g
5,-0.9587493896523933,o
6,-0.8672495590450967,a
7,-1.719573137863889,a
8,0.19400045784769668,z
9,1.2011785907432986,c
10,0.018326160214035596,q
11,-0.4533600719835975,h
12,0.135809616337734,v
13,-2.035576183716349,m
14,-2.7430769894214433,p
15,0.4445063686161993,l
16,-1.1749265491403398,l
17,0.027808821900282013,r
18,0.21037313019372142,k
19,2.2489261346307208,c
20,0.3190616362587595,w
21,-1.3750680353187645,x
22,1.4720554458095905,b
23,-1.0137950982755737,h
24,0.670580444794933,a
25,-1.2839800044206287,v
26,-0.40740639292058883,s
27,-1.148297025101735,v
28,-0.17584874497256525,f
29,0.16989333280458216,q
30,0.6856812754445079,c
31,-0.0973540385807261,x
32,0.638213569763838,z
33,-0.9847032347851701,r
34,-1.1202345111532461,m
35,0.6016882720202926,e
36,1.415709325571702,e
37,-1.5753305741719412,r
38,0.8301384295331311,n
39,-2.2271384142318094,u
40,-0.08556493415578906,w
41,1.403595462230991,h
42,-0.020508456717968897,w
43,0.31151289412665206,l
44,0.004144454981736358,g
45,0.1442052052343632,q
46,0.9550926411591794,b
47,-0.4986384921144351,f
48,0.039529100962898044,w
49,-1.8512191962484865,x
50,-1.025341820966888,f
51,1.152201767416956,v
52,-2.5784056622402356,o
53,0.24177811836709842,i
54,0.5236073197145363,a
55,0.0201429702573096,x
56,-0.10967743408168239,h
