a,b,c
1,0.7657954162847909,f
2,1.0630860740346082,e
3,-1.1266172715022225,m
4,-2.0338445661277973,l
5,1.5876954670568624,t
6,-0.7371585571504918,t
7,-2.0127312377663666,y
8,-0.4760918836478203,c
9,-1.6954597244665341,d
10,1.369480492848016,t
11,-0.7256680659027684,v
12,-2.0064039768860082,f
13,0.17965029438180827,y
14,0.4276403090561078,c
15,0.13523190318188255,r
16,1.0056261267560243,m
17,0.32748104382498283,i
18,-0.6581583117747312,d
19,-1.240146682683363,v
20,0.023986218638369153,d
21,0.4904514786919724,p
22,-1.722164557737139,t
23,0.9807629325118734,s
24,0.20800112730455259,z
25,-0.68072835791205355,d
26,-0.4298559164664141,p
27,1.2400554871070768,f
28,0.4881233498359092,z
29,-0.6046552510625096,p
30,-1.353415928104338,q
31,0.18247993920738256,j
32,1.1620953373019105,r
33,2.197783459354062,o
34,-0.5384700031259179,v
35,-0.5877318456973952,m
36,-1.5553935786802422,m
37,1.400551544667386,e
38,-1.302497425805393,k
39,-1.968837850764189,w
40,1.2429250473975684,f
41,0.2062940472362994,f
42,0.07625257503691867,q
43,0.1999690951519065,m
44,-0.37845654612248464,o
45,1.8481020836265498,l
46,1.915181082503245,t
47,-1.4272963851821407,b
48,0.27930170396874926,g
49,-0.08882931679306456,q
50,3.8183747488167854,w
51,1.52087532932541,x
52,0.8575539870840624,m
53,-0.870043917862026,i
54,0.4654745015195376,e
55,-0.0015479431793035123,p
56,-0.5656554155385992,w
57,0.3850706686495877,y
58,0.12616077596624029,t
59,1.575729056981904,j
60,1.348369283616929,n
61,-0.17904836932099125,e
62,3.225032009111258,h
63,-3.1461992735993896,m
