a,b,c
1,-0.6259739729488124,n
2,0.4538627771023154,b
3,-1.012765923267006,i
4,2.1709407632996576,z
5,-0.9148646951063135,t
6,1.2579605327935492,a
7,-1.327822225301593,r
8,0.4459517794261495,o
9,0.37199973168885264,y
10,-0.4868550804678487,v
11,-0.1518024324017981,r
12,0.9677184487906175,v
13,-0.4600287395005777,c
14,-0.0026261399817969593,o
15,-0.9079310475203952,r
16,0.8831230580124085,x
17,-0.5943948380114279,u
18,-0.8097042759541593,q
19,1.7049918642636661,x
20,-0.6234402618693765,j
21,0.7571066426864954,x
22,-0.6962052580275859,a
23,2.184506346878006,q
24,-0.23500505088813226,u
25,-1.4085624071655818,u
26,0.25810829986685424,c
27,1.7810742214080009,m
28,0.05440874053956953,y
29,-0.2077438368370278,w
30,1.0257225379210437,v
31,2.214139021449242,b
32,-0.46387198200243945,o
33,0.10202950445268191,y
34,0.5723543498953064,g
35,-0.19609051513998801,j
36,-0.5328510170762759,i
37,0.7867186526414247,o
38,0.6327532906170404,w
39,0.21983555168758434,y
40,-2.0740598051444947,j
41,0.8929250387683885,b
42,-1.4056489261510803,c
43,0.08889307685277066,g
44,0.5453178279973508,i
45,0.1186286706172191,c
46,-0.12174303338037351,v
47,0.999269041413327,k
48,0.8416169870719405,z
49,1.068779156415755,v
50,0.9693410595168218,g
51,1.0948875933311812,b
52,-0.25455484806393713,r
53,0.05828122974722663,q
54,-2.1653135531661873,h
55,-0.4583264282040572,e
56,-0.28365213902237574,b
57,0.8662598758408155,g
58,-0.03813120323890126,x
59,-0.7489117359562265,j
60,-1.0565864051861096,k
61,-1.081489561878387,x
62,-0.0767639248569514,z
