a,b,c
1,-0.8240439148772868,d
2,-0.2489792578275899,w
3,0.418803841012631,x
4,1.8614943704738705,q
5,0.1317216466199081,d
6,-1.2226852963122614,c
7,-1.423666287149377,p
8,-1.9709425295127994,s
9,0.37938334802453294,s
10,1.0127462348027882,p
11,-0.1620144879986274,b
12,-0.6119849096276082,o
13,1.6263705804503572,t
14,-1.7599422390172448,r
15,0.38534186569435863,n
16,-0.7155827112378924,q
17,0.14741433815105964,m
18,0.09227352103199273,m
19,-0.8985375653154172,c
20,-0.9842138833844282,g
21,0.7655204920015943,j
22,0.8701673050364479,d
23,-0.8866817284523288,i
24,1.0010416927122046,n
25,0.8908406677457856,e
26,1.3467349229955112,v
27,1.3273736620122802,c
28,-0.09434676402847568,q
29,0.9342548938268174,l
30,1.1314316635656076,h
31,-0.17996267895606902,n
32,-1.411501614707353,s
33,-0.3510371739682385,k
34,2.1103806872475395,b
35,1.930929656212445,q
36,1.162161016622077,l
37,1.0129825572498465,c
