a,b,c
1,0.40525408550347075,j
2,-1.1986094894757902,u
3,0.37978086988297594,m
4,0.5179573717044347,o
5,-1.7374450620829878,y
6,3.049128217521586,p
7,-0.7895644851149218,d
8,0.22742425978694777,b
9,0.4879600236016212,a
10,-0.6444178650189079,v
11,0.2576674647657867,s
12,1.4307558566911172,d
13,-1.0007300369656704,v
14,0.9080265752826555,c
15,0.7234115164041515,b
16,0.24830170000755575,g
17,0.9421897955053151,v
18,-0.7924244846035896,u
19,-0.9698635793474836,o
20,-1.074739166303555,f
21,0.5831020761063415,t
22,-1.0137724823454743,f
23,0.4255543029997852,h
24,0.6636858729510136,d
25,-0.2959784706151487,h
26,1.2589399487386397,y
27,-0.6903921304201216,n
28,0.04440998590438082,m
29,0.5116564711925017,q
30,-0.5231853017537645,e
31,0.8100070205745988,t
32,1.816104864630037,a
33,-0.1697356688837432,c
34,0.5190102658191303,b
35,-1.27701757256438,q
36,-0.8634753411681212,c
37,-0.5906254698191749,a
38,-0.9663550743350698,a
39,0.28099279115740916,r
40,-2.3571608570295424,n
41,0.35544246174655914,j
42,0.02417163262505549,i
43,-0.025914125259758863,t
44,-1.0021748826878618,x
45,1.2432020393199814,y
46,-2.7642922656789333,o
47,-0.14517250584515742,l
48,-0.8032085990496034,d
49,-0.5397825105161366,k
50,0.5025569022218956,t
51,-0.6459894789761117,j
52,-0.7561008274620927,t
53,0.13945183118425455,m
54,0.11918499198116082,c
55,-0.12486784542846936,h
56,-1.2971569417142839,j
57,0.8328283694119017,t
58,-0.4015470189802627,p
59,-1.7427924360039835,y
60,-1.6104584348472504,d
61,0.5692484108870515,c
62,-0.30695201876428285,b
