a,b,c
1,2.240280148690543,e
2,-0.015318725172594354,r
3,2.3043727234643256,s
4,-0.7324104590678255,q
5,0.23134058704214924,m
6,-0.19222026536809592,a
7,0.9983898106240554,o
8,-0.6395089031885819,w
9,-0.13937107037967048,g
10,1.7824397732752608,p
11,1.1568202199390918,r
12,-0.6689329998029421,v
13,1.5519698007183924,b
14,0.05991357990051204,n
15,-1.8616105914340728,b
16,0.1565428235031304,t
17,-0.17126918632488763,e
18,0.6661866813171894,r
19,-1.4449681287912257,d
20,-0.916931324368857,e
21,0.519964116348743,k
22,0.4695056541289223,s
23,-1.4231254192466747,y
24,0.9597951909578369,t
25,-0.5326111614658295,u
26,-0.5266031503130006,t
27,1.2248575856850357,m
28,-0.11571966946375169,i
29,-0.8703216322438003,i
