a,b,c
1,0.41625135485790526,g
2,0.22364660356352664,s
3,-1.5881393630388836,e
4,-0.7025567610333757,p
5,-1.4072727914580474,t
6,2.18601208149735,s
7,-0.36546840318129015,k
8,-1.3610984904427654,f
9,-0.10209890229805238,z
10,-1.2703281425797923,t
11,0.24344800755712614,f
12,0.30477479496475335,v
13,1.4132406401465547,g
14,1.0592489252424906,u
15,1.9277999576638791,j
16,-1.1924069743607724,z
17,2.0671525574144796,e
18,-0.09913741816030362,j
19,1.6717151092168074,a
20,-0.6099841074301587,o
21,-1.7164858369333793,h
