a,b,c
1,0.43046966735239695,x
2,1.4469784008746842,x
3,0.15225008590765127,c
4,-0.11156205163682706,k
5,-0.4258768888768974,r
6,0.8528707618714279,h
7,-1.3241255208955347,c
8,-0.38944654974733856,r
9,-0.5085188149795703,s
10,0.33370459270500946,d
11,0.5471111286332279,t
12,0.7288155971477632,j
13,1.0310461777247566,x
14,-0.8638592674090053,c
15,-0.171279617946247,o
16,0.7037339973531117,o
17,-0.09510591213529951,i
18,0.16247100689990548,p
19,0.2861569267382135,d
20,-0.2067372189779365,n
21,-0.986462622472706,z
22,1.9515459954719951,t
23,-2.2205440880742566,l
24,0.04572714761616318,c
25,0.7957696827503077,q
26,-0.18562288150424733,t
27,0.4982172701308282,p
28,1.8323253679189795,m
29,0.09111955833031359,o
30,-1.8761072017837312,i
31,0.5649425617770838,r
32,0.2926240927272831,s
33,-0.4980195475036842,o
34,0.9817780404680976,z
35,1.0129050577086702,l
36,0.08076059392671595,n
37,-0.780824562183987,g
38,-1.3985537237808268,u
39,-0.2556240688716825,w
40,-0.2311159119796283,j
41,-0.11875237411528991,i
42,-2.087957748552979,e
43,0.049967212668244033,t
44,-1.399486916211673,c
45,-1.6292447124398397,k
46,-1.6801972624004313,n
47,0.44960215224645317,l
48,-0.25080169223981863,z
49,0.2833294822861218,g
50,0.5006057936687957,a
51,-1.0038774541267892,r
52,-0.2582919800002215,g
53,-0.3605929582925565,r
54,-0.16671961452721928,m
55,-1.537729141400008,d
56,0.46304426137587584,x
57,1.7961926672185684,i
58,-0.6130334826112143,m
59,-0.5096348228843242,v
60,0.7298684798115798,a
61,-0.2546051240979451,r
62,0.019542247156745574,t
63,0.24927169738790306,e
64,-0.05414406556682783,p
