a,b,c
1,1.1661892759504437,c
2,-0.7221064322816257,m
3,0.19628707393210978,s
4,2.3396181517835544,b
5,0.3740744325355237,p
6,-0.11782927252648497,l
7,0.5038465540306807,q
8,0.8634157455671241,y
9,-0.8251522182019174,o
10,0.6711826111319334,l
11,1.1390296461716714,a
12,1.9037722331646216,c
13,-0.5394301834582587,j
14,-0.14881740990715267,y
15,0.1677605062994145,t
16,0.23738312090636474,y
17,2.0658318944659135,a
18,1.8066306314415974,j
19,-0.9642148370065654,g
20,0.23375005666580942,q
21,-1.221758532771581,d
22,-0.20100098867602362,k
23,0.34723975679377056,q
24,-0.49090444347444345,m
25,-1.4538463477121686,z
26,1.7826347550284576,k
27,-1.6463975912370454,f
28,-1.081346341292255,k
29,-0.5789076352485891,v
30,-0.21124597194793948,b
31,0.32358549717983504,t
32,0.6397876904903494,o
33,-0.38857808163825547,n
34,0.3659250421124337,n
35,-0.5987375719876686,z
36,0.7052248927080523,c
37,0.2617811645911379,l
38,0.22349307444645697,p
39,-2.2452295358135457,p
40,-0.5202205929733026,v
41,0.39127040383041367,z
42,1.4541707215675892,e
43,-0.19821168290570712,n
44,0.2618439388148815,c
45,0.8042612499236673,x
46,-0.8959841812129345,r
47,0.5461895433454593,q
48,-1.3379414337178208,a
49,-1.6615548683870476,h
50,0.4709991599578167,x
51,0.608524019076457,p
52,-0.49898169658642605,d
