a,b,c
1,-0.11943329062121032,i
2,0.9273777954811444,r
3,-0.02268933663836988,k
4,0.7250948465313521,c
5,-0.20185088621933933,h
6,-2.0888265065439238,t
7,-0.5969540025046377,i
8,0.2315923969475137,f
9,1.5922748090403596,b
10,-0.36458857536203465,n
11,-1.0314423842727107,e
12,-0.6188181305817857,v
13,1.320164743131722,s
14,0.699367128106222,r
15,-0.31379443710144367,h
16,0.1856340747251281,w
17,0.3005595909091739,n
18,0.33715777826991,v
19,1.6953932094805038,q
20,-0.13434547229683386,y
21,1.3746567376454564,k
22,-0.28368088371618616,m
23,-1.785509647400717,w
24,-0.3892772252221279,m
25,-0.15775033327743726,b
26,-0.731532430797519,q
27,1.5559159372486187,s
28,0.396693234743851,r
29,-0.842401345013592,q
30,-0.5031527011567241,y
31,0.2859497576178293,e
32,-1.2453364565958394,c
33,-2.1062826245777715,w
34,-0.01529596907327136,h
35,-0.8200654418631447,q
36,-0.5652020541145214,p
37,0.7109494829373477,u
38,0.1389096671646225,q
39,0.09866958625400789,q
40,0.11587190247173525,d
41,0.905794722465632,p
42,0.01627780271830196,w
43,-2.0911185232313962,w
44,-0.014431062968046662,c
45,-0.11524543217356271,t
46,0.5174774628271799,g
47,1.1310353931695398,n
48,1.2278753483479847,f
49,0.6367007112475439,b
50,-0.9610322571702115,u
51,0.10615765352378997,b
52,0.4141891017304017,s
53,1.9385046149061314,w
54,0.5326037650440408,q
55,-0.40988626403068185,w
56,-0.8890449999438947,y
57,1.9897005724925974,y
58,0.17826538077904508,q
59,-0.49815395481469243,b
60,-2.0775904034232555,s
61,-1.0810686962566816,s
62,0.16761676350202195,h
63,0.4621737147018264,n
64,0.1418546144475019,v
65,-0.057752330654885865,l
66,-1.455619210610924,l
67,1.2402327745526118,s
68,-0.5756777857164554,m
69,-0.433891755306469,p
70,1.4375099043149684,r
71,-1.1990967269807928,p
72,0.07545499717146277,x
73,0.8493480323856759,m
74,0.35600451988135867,f
75,1.7128515844186871,f
76,-0.82609819095478,s
77,-0.4614244139719928,s
78,-1.5223286200478978,t
79,0.04244872752756838,t
80,0.3340941054037291,i
81,0.6756454369634771,k
82,-0.12166020519038014,j
83,-1.503798577075285,z
84,-0.12885160939574916,n
