a,b,c
1,0.6584699790900456,g
2,-0.42102853388026046,h
3,0.7119824464585032,b
4,-0.8530890419770005,c
5,-0.3365201319048919,f
6,-1.9893006280676262,b
7,0.6799703371644312,l
8,0.6709209651841296,o
9,0.09588457260751657,g
10,-0.8264183256943245,p
11,0.6351296696866108,e
12,-1.3577697009486698,f
13,-0.2183647679926515,o
14,-0.19298217951603033,z
15,1.625353081108231,a
16,0.33337379644120757,n
17,0.5731462875483017,s
18,-0.5933562792640821,d
19,1.66627946607143,b
20,0.0764303421512436,p
21,-0.2304528778712792,a
22,-1.3929446960257061,o
23,-1.15268656123844,h
24,-0.993517303853732,o
25,0.6222624707351524,b
26,0.038103661564009794,v
27,1.2918594653165008,f
28,2.0551293020136057,d
29,-0.5129221170330832,z
30,-0.17159185471292585,j
31,-0.2826498498880337,m
32,1.0150401822757336,c
33,0.7361444165518014,r
34,-0.34506157473316296,d
35,1.258056877952314,f
