a,b,c
1,0.01839776801458583,r
2,-0.2996455150400124,q
3,-1.0192563227168951,m
4,1.6927049569661508,t
5,0.1398466212759265,k
6,-1.3103059593878585,b
7,-2.1226735687363183,d
8,-0.044083930362436435,t
9,-0.706249799965844,i
10,0.19236174420860658,k
11,1.228020182720445,k
12,1.4638874142106875,v
13,0.033998679596479585,e
14,0.3084103209414813,l
15,-0.9225665484258495,n
16,-1.711633592716405,u
17,0.9865755961783164,k
18,-1.8250773182159863,j
19,-0.7680157204334147,f
20,-0.6998398501019595,k
21,-1.6388207683419047,z
22,-0.598821071987123,v
23,0.3196636926663698,p
24,-0.40698644189584327,s
25,1.555507166879897,c
26,-0.5228986156489013,f
27,1.9852467720275733,l
28,1.12314672685457,x
29,-0.3586425052968353,a
30,-1.1449790900605838,w
31,-0.7246682603845988,p
32,-0.8216282189623586,t
33,0.5527255830065542,v
34,0.06469516668626443,b
35,1.7932584195996837,h
36,0.5054600128017406,a
37,-0.40416298549171603,p
38,-1.6057064642992527,n
39,-1.6303088197366662,x
40,1.5303101681274902,h
41,-0.8944608763278736,q
42,-0.22701562725775928,z
43,1.9534981629716701,v
44,1.1426666339089202,f
45,-1.001973568334005,i
46,1.1642142689533752,n
47,-0.8345236471191261,x
48,-0.4397587269672168,l
49,-0.7880848362758238,s
50,-0.5469257733554944,s
51,0.7669274135380983,y
52,-2.3118073402203145,c
53,-1.4970211820302808,v
54,1.110803219855374,o
55,-1.1297534858885976,m
56,-0.2310369098099921,q
57,0.6150921532930852,l
58,1.2192742514384602,z
59,-0.3096979717395983,x
60,-0.7684743123427543,u
61,-0.6188193261883523,u
62,2.3227729339519283,m
63,-0.4559549315984824,c
64,-0.7745491859085233,b
65,1.1354806629508083,g
66,-1.1386963364362628,j
67,-1.5057367279922427,r
68,-0.3208395531549337,j
69,1.5225108212754734,h
70,0.4944200678948992,r
71,-1.487410156734888,k
72,1.0736053822279088,d
73,-2.998673649362751,s
74,-0.7812724455018756,a
75,-1.2506797414384334,e
76,0.2930415579127032,z
77,0.2737238623778455,q
78,-1.918768723662897,v
79,-0.7468084116485639,w
80,-0.792217049347924,p
81,2.0985476092375093,v
82,0.21932248012466637,z
83,-1.0061939618458764,t
84,0.4045894698276432,u
85,0.40459427540971893,w
86,-0.2984404781907628,g
87,-0.42797932177442893,m
88,-1.3434312603496328,x
89,-0.09990713941665037,y
90,-0.7829010203995234,o
91,1.8842118442661555,r
92,2.017877697707779,e
93,-2.556147554692376,h
