a,b,c
1,0.14509878570145243,p
2,-1.1873735059637307,t
3,1.048323673706353,y
4,2.343085710255402,u
5,-1.3649180939223036,g
6,-0.7039567998858459,d
7,0.33408987165682613,a
8,-1.2614136239776064,l
9,1.2226278212471986,v
10,-1.0793910391249981,d
11,-1.358414602584251,y
12,-0.570775608440184,g
13,1.2909463967486485,y
14,0.6076271565662945,t
15,-1.0469003605520426,k
16,-0.10558202426344102,d
17,0.5909624067829494,n
18,0.18825501193506372,t
19,-0.7129608194168414,r
20,1.3619957139741778,b
21,-0.7200844647932225,y
22,0.1642641749055627,b
23,-0.19589623405979667,s
24,-0.17421661519172943,i
25,0.3497577515068135,e
26,-0.6606573136724706,x
