a,b,c
1,0.8098632450959572,v
2,0.7384835164395527,b
3,0.08750950289175784,h
4,2.344657037451133,r
5,-2.097128211760529,h
6,-1.0829804867958617,v
7,-0.7922289960281708,m
8,-0.7443343473892442,a
9,-0.06787492664130418,x
10,1.5123036731165669,r
11,-1.1542936648450124,u
12,-1.9650718993877028,b
13,-2.9636071624192084,k
14,0.26585864525700614,h
15,-1.4660056879383803,g
16,-0.3185722269423066,h
17,0.28246603014811805,l
18,-0.10490505445060726,o
19,0.19578922833171236,r
20,0.2785894516793225,j
21,-0.5212771544318759,l
22,-1.3217056948226413,x
23,0.42314966312575153,g
24,-1.9049522044485407,w
25,0.048966520966857954,i
26,1.6556657614640087,j
27,-0.442595968257833,s
28,1.548232318860081,e
29,0.8651517370085386,u
30,0.9761248793952257,a
31,0.5324192934869447,g
32,-0.8250902040055977,c
33,-0.22669609062558543,r
34,-1.565409793449102,p
35,0.2359295970929258,g
36,-0.26268655395145185,t
37,0.2756641601536565,p
38,1.1649445425235188,v
39,-0.10482665519653199,g
40,0.5516694480381613,m
41,1.2999720747796861,u
42,-0.600644300608428,t
43,0.9445407873443349,k
44,-1.015734446209812,a
45,0.6500787894436291,l
46,0.8373493308790809,l
47,-1.315572803477855,d
48,-0.6777052004976294,u
49,-1.6650962040579207,o
50,0.10282308426789523,a
51,-0.03720472276565266,b
52,0.3219876298708619,g
53,0.7784198547651434,w
54,0.469303116837608,s
55,0.5078629780974944,r
56,-0.028024644394083573,n
57,-0.13650715216208126,l
58,0.02201032060534176,h
59,0.0909164537488622,m
60,0.5016835889484226,l
61,-1.0755059524891801,z
62,-0.4439598653762157,j
63,0.4442001901691404,k
64,2.489125667133969,e
65,-0.05806616819053526,w
66,2.7568581294760857,s
