a,b,c
1,-1.603227679604021,d
2,0.8637534681502085,v
3,-1.1283857609240613,j
4,-0.2898411429188485,y
5,-1.3705059821346537,b
6,1.423305721613435,z
7,0.22575376372359976,r
8,1.5346812587719072,r
9,0.2810939531228416,j
10,0.856216723176681,v
11,-1.1090500742759326,b
12,0.3665062392443384,r
13,1.0881420118633314,s
14,-0.16876487161223017,r
15,0.6757522983673546,s
16,-1.244654289087493,v
17,-1.013133656500395,b
18,-1.9691851337412745,x
19,-0.6762412157883383,i
20,0.43830825186274464,i
21,-0.1051261810170041,z
22,0.46751851372793396,w
23,-1.0117768414966768,s
24,-0.3954232815546382,z
25,-1.2632853299729796,t
26,-1.1261513199367879,r
27,-1.601185883514791,k
28,0.6636748483489069,r
29,0.45258179765080486,i
30,1.3124149153764675,k
31,0.25909826607924363,a
32,-1.0886578688859612,i
33,-0.535524822651962,a
34,1.8799525712075682,h
35,-1.1001947419788973,g
36,0.26002500512519217,p
37,0.15420642297197698,p
38,-1.249973762049294,v
39,0.06629543218120063,b
40,-0.3932822683068011,x
41,-1.371769173285936,b
42,2.994530608817939,s
43,-0.14125929360505754,h
44,0.23594787856608182,h
45,1.1694782229703435,a
46,2.041818017552825,y
47,-0.025345436065112137,d
48,0.7642308596329909,x
49,1.4867321339899322,t
50,1.3685768803835388,g
51,1.5140972275719946,e
52,-0.3383246901513797,k
53,0.26414731551397175,x
54,-1.8664189724204676,d
55,1.0046238768826978,o
56,-0.3651024862822058,p
57,-0.024285237618031565,e
58,0.5659517681628954,e
59,1.6882414554573864,i
60,0.39466636179458126,w
61,2.2247167787937205,f
62,0.15685083578273049,v
63,-0.0313528199561033,b
64,-0.022684013153771717,a
65,-0.5277672430187481,x
66,-0.1287996102401382,z
67,-1.047180663666588,d
68,-1.297785404195923,h
69,0.6040005780671975,w
70,2.9002771791885595,g
71,0.10294523079635713,v
72,1.4397438365242703,w
73,0.573159583928989,t
74,-2.156858615222922,z
