a,b,c
1,-1.0617278642601218,m
2,0.9353862897558222,y
3,-0.26966068397292714,k
4,0.8630439155834109,k
5,-0.4465783762748536,w
6,0.48543261528446413,r
7,-0.0641554944279119,j
8,-0.3697571276465987,f
9,-0.06201517934267221,d
10,-0.012134516010074205,l
11,-2.177736518186228,u
12,0.19115010172851468,t
13,-0.6931046876763366,p
14,0.5275010877603376,i
15,-0.6398508428415379,f
16,-2.1288716158986873,d
17,1.0357567243486965,x
18,-0.27800044930934653,s
19,0.06239539497334407,g
20,-0.04366039699666392,f
21,-0.10300572288650035,z
22,3.162724492148282,m
23,-0.7236796288484058,c
24,0.015222694913756142,p
25,0.7609971070264445,d
26,0.7795987176533357,h
27,1.1233768764392267,n
28,1.9173070854451966,e
29,1.4500196850628864,z
30,-0.03998867606295278,u
31,-0.5955847180397168,v
32,0.4666314630351909,w
33,-1.9416754887653564,t
34,-0.7274036425754105,e
35,-0.6633981962921214,w
36,0.09224356707829613,o
37,-0.08008454986364605,j
38,-2.1627314606277728,o
39,-1.3727048136949547,a
40,0.640515912471841,j
41,0.1064431430340714,d
42,0.481491352711839,k
43,0.36284553212359477,c
44,-0.3033838570541428,u
45,-0.10426485339257902,o
46,-0.8013883472723731,r
47,1.3583934250282628,k
48,1.234260984178355,m
49,0.2478895569081829,o
50,-1.5641140536296354,c
51,-0.22850616626839498,j
52,0.10640387435542738,c
53,1.1141722335663111,d
54,-0.9559810120163771,b
55,0.19061156443370042,t
56,-0.1058202850678447,u
57,-0.30250038193550116,n
58,-0.17103742238303227,x
59,-0.0019570484795879417,t
60,-0.6486476363190475,w
61,0.73227693931489,n
62,0.8252475751761269,m
63,-1.0471939726340043,e
64,-0.5565304645455342,j
65,0.05790272430961532,c
66,-0.5530589894786385,d
67,-0.9397133173014781,k
68,-1.8337320806973296,k
