a,b,c
1,0.4100865371379162,j
2,-0.46678721908284704,a
3,-0.6364203979187845,c
4,0.6985087207422178,x
5,1.1439279352989942,p
6,-1.1709153319563783,a
7,-0.4514240965138874,v
8,-0.14191465033821526,g
9,-0.3895141993246425,k
10,-0.12867174369876813,z
11,-2.3520978278681053,q
12,0.24837386157366292,t
13,-0.430184734081834,b
14,0.2685996425758975,s
15,-2.60778239672476,g
16,0.11166944982504208,i
17,-1.0672218669580062,f
18,-1.3570615153490806,e
19,-0.05397369081830013,z
20,-0.8922837228172604,h
21,-0.25386804700606014,d
22,0.8274931554298482,o
23,-1.322879343602837,v
24,-0.21996667375079404,y
25,-0.18077091726864133,g
26,0.26948641226476266,i
27,1.2660606744912306,y
28,-0.16456927958738954,q
29,-1.6379839635099762,l
30,-0.85005937426069,u
31,0.6056735588247006,h
32,-1.0467189372546557,y
33,0.4237394407325767,h
34,0.5098387559464638,q
35,-0.28606798811261097,g
36,-2.5599922354305704,r
37,0.3594140620653172,i
38,-0.18725703927289,w
39,-0.7960520430012381,i
40,-0.2665353287807329,j
41,1.3545233860789334,z
42,-0.5033255085570806,z
43,0.05923259447866744,s
44,-0.13072272028156615,x
45,0.34150849609348344,q
46,-0.41240174581142225,o
47,-0.5669619476113097,r
48,-0.032422124494700756,t
49,-0.6102839958399324,g
50,1.1642630859040495,z
51,0.675841298939059,v
52,-0.9992575847854209,j
53,-0.6142186626612197,q
54,0.3679298480637067,n
55,-1.660642680180859,z
56,1.0134032828222106,q
57,0.20049481211588102,x
58,-0.016843652273580798,x
59,1.197628957295672,z
60,0.6058567291756247,n
61,-1.2270030230161852,c
62,1.3095987572221766,z
63,-0.12890137063062615,q
