a,b,c
1,0.5351719581146751,f
2,-0.10354814132199139,l
3,0.883164048496538,e
4,-0.6158853488394836,p
5,0.628425923248481,y
6,-0.996752484151361,w
7,1.8854057906880808,r
8,1.9242910325434635,j
9,-1.1046982773672112,m
10,1.009103494879086,j
11,-1.7753638470449684,c
12,1.1423293682895816,q
13,-0.6431783600459375,l
14,0.6993995129841835,h
15,0.1953338484806663,e
16,-0.5378468104090253,b
17,0.6821438359126122,l
18,-0.33400629509942864,v
19,0.0653656773074123,s
20,0.1778304482007667,e
21,-0.6160528967094717,w
22,-0.9337252242730198,l
23,2.008906382153866,n
24,0.25916376844559114,c
25,1.5645313734115813,o
26,-0.7670478049700266,j
27,1.282361432977978,y
28,-0.9076016830131514,y
29,0.4408881407960068,r
30,1.4306153412937248,g
31,0.8222038113027457,c
32,-0.315216465191105,h
33,0.5229579839594872,u
34,-1.810369727310111,d
35,0.44884383075045425,k
36,-0.02147524846426692,d
