a,b,c
1,2.3182939191503005,q
2,0.47498465884703084,w
3,-0.42964624733158857,c
4,-0.1529954337164708,i
5,0.9507200621987549,t
6,0.8794622557125207,p
7,0.4918111957567269,l
8,3.2325396898555847,f
9,-0.2014304153771466,b
10,1.3988027303165445,t
11,1.8205318070654166,s
12,-0.34938987084594814,s
13,1.900551361460572,a
14,-0.39257149190820406,b
15,-0.0015222938054819063,u
16,0.9758704054107308,y
17,-2.0685381773867206,d
18,-0.002634487057375735,d
19,0.8976814457331138,g
20,-0.3940874077813819,n
21,-1.6517699185589398,z
22,0.10705446934033382,q
23,-0.6118758651465598,j
24,1.2020895910062745,x
25,0.11627661740250451,o
26,-0.9783912551073219,r
27,-0.380905207924719,v
28,1.3436049598789042,q
29,-0.9854277745171962,y
30,-0.7876650161233785,d
31,-1.1565733448403843,p
32,-1.9547854151205297,d
33,-0.17651912543469914,b
34,-0.5634728903785099,l
35,0.6097146181770481,l
36,-1.9027864855169083,v
37,-1.0222256120449267,l
38,-1.509508637290125,j
39,0.2045159478869077,a
40,-0.6307416757681713,w
41,1.9950630028922651,v
42,0.27490852598319654,f
43,1.3131848604632603,b
44,0.13317783800349264,s
45,-1.1930104779922936,q
46,0.5903811800480021,u
47,0.2543908534777855,j
48,-0.09853101868729033,y
49,0.654655861038866,l
50,-0.30601158915813825,m
51,0.633047398640889,w
52,0.04759492762695676,o
53,-0.4717343021099527,s
54,0.6966432259740345,m
55,1.3327835914652184,h
56,-0.5740129446979483,u
57,-0.5433799097440855,b
58,-0.16943253325371993,b
59,-1.1818560699361633,a
60,-0.5999441406625827,f
61,-0.412213390191168,u
62,0.832269707007031,a
63,-0.9615721788511685,w
64,-0.06124730714347633,m
65,1.157205793711902,i
66,0.7837223550935426,g
67,1.045585316671425,t
68,-0.6598351814618068,n
69,-1.4582503035837253,b
70,1.4032460648984337,t
71,0.9150496998857924,a
72,-1.3215004405805055,q
73,0.39397899681142395,t
74,-0.003089274541128198,g
75,0.2847074298538338,u
76,1.2813512760940358,k
77,-0.5788765906657405,d
78,-0.4424157530000685,g
79,1.6280937094957924,l
