a,b,c
1,0.8701534792132283,l
2,-0.5000548976401565,g
3,-0.5498608922641184,n
4,0.09710342266689737,c
5,0.5452677779802627,j
6,0.03649845639462092,f
7,-0.016025543163710788,w
8,-0.44584076547127205,e
9,-0.399530236124441,b
10,0.11230272432477277,u
11,0.01647593906558532,n
12,-1.8576050681260976,f
13,-0.01821790469764653,r
14,0.24847842219352187,i
15,-0.1331279351791084,p
16,-2.23046860609602,h
17,-0.1627190587771105,c
18,0.9868270156213637,m
19,-2.628642557296522,y
20,-0.59224897785864,i
21,-1.896588803472155,c
22,0.14367841261132397,c
23,-0.10961842146021283,h
24,-1.3973155929972463,a
25,-0.6468391719773877,g
26,0.6522792185128261,r
27,0.0695617137224306,l
28,-1.8994768472855776,x
29,1.0735986493827738,a
30,-1.6684263661381922,i
31,0.09399925600823905,t
32,1.1870417369253277,d
33,0.20613917245990007,r
34,-0.7550435440135697,p
35,1.2629106462437787,w
36,0.36269042535041657,t
37,1.4387390392934212,c
38,0.003021695989891326,s
39,1.1880078978838267,s
40,1.2883897755614246,u
41,1.184841933741641,x
42,0.0874158063558087,j
43,0.09909034261567339,y
44,1.2666679444230902,b
