a,b,c
1,2.685080745246487,h
2,1.0643147510996436,j
3,1.5183796502623392,p
4,0.8235699126470032,s
5,2.0870280263897762,j
6,1.0832709032684167,j
7,0.5516435220082113,e
8,0.24354417654457847,r
9,-0.6443470175466288,j
10,0.017630681498938497,e
11,-0.2466004091559468,i
12,0.36873967523586065,e
13,0.4071225994373095,h
14,-0.6890371931874187,e
15,-0.4067825458442355,d
16,1.4555390132105788,j
17,-0.6550819961276283,z
18,0.4990789932855594,v
19,-1.149169327231106,c
20,0.517311492030069,w
21,0.13522029623525064,t
22,0.6714311216457012,b
23,0.4507293295203891,k
24,0.5480034276222936,v
25,-0.6016617537822005,m
26,-0.14973575525722493,j
27,0.34929344439750676,i
28,-0.03264337638446286,s
29,0.5869958176354576,n
30,-0.196737314839177,t
31,-0.5780192221689999,y
32,0.50099246142591,e
33,1.8132663141532686,g
34,0.08844835920434009,e
35,0.1738722362276929,i
36,0.49961292437112453,n
37,2.079033324236729,y
38,0.19008740200964797,j
39,0.9719033751401385,y
40,-0.06797161905605423,n
41,-0.2365986518467458,x
42,-0.7075151269099256,x
43,-1.1629083301724474,e
44,-1.224641758129528,l
45,-1.094936505031107,w
46,1.2391013077247899,s
47,-1.738045796166512,z
48,-1.097739029499223,k
49,-1.3841519036573406,w
50,-1.4550215170606215,k
51,0.0367072137787977,y
52,1.2098601150549517,g
53,-1.3296069848324172,o
54,-0.8660142104119918,v
55,1.7045773600585519,o
56,-0.193357771410032,m
57,-0.5360180468611998,l
58,0.4193189692277318,c
59,1.040809026952782,k
60,0.6890536007163036,p
61,-0.012686623041655689,h
62,0.45231063523181686,m
63,0.5352071769532624,o
64,-1.2137542969098278,w
65,0.23722554824069012,b
66,0.9786717341341942,w
67,0.7065368973098408,x
68,-0.3642355145438162,v
69,-0.6902132788150888,z
70,-0.5142300633634261,y
71,-0.1468617855422827,u
72,-1.1340431856831161,q
73,-1.0224220827084431,z
74,-1.7552092347187829,y
75,-0.5858961427204978,i
76,-0.6773428027105843,k
77,0.07943360569713051,k
78,0.24648509194846016,i
79,-0.07612205682645631,a
80,-1.011888873240415,p
81,0.6784249333742903,d
82,0.6298746814622102,d
83,0.6243030731463357,a
84,-0.36927700548217124,k
85,1.0999455358197832,o
86,1.3293856025155542,r
87,0.04953257327160051,r
88,-0.23962535286455347,k
89,-0.9598208981098216,i
90,-1.3531276292873518,y
91,-0.9072760489608156,a
92,-0.16282900752481314,i
93,0.027591790171646063,r
94,-0.8408585029163669,p
95,-0.8270610341695506,r
96,-0.21852376516755834,s
97,-0.7603975396166851,i
