a,b,c
1,-0.22874968968882872,d
2,-0.7493982804720866,s
3,-2.3620981026187446,d
4,0.35127747551087823,x
5,-0.655018038955528,c
6,-1.26149592858309,v
7,0.4448682875041542,f
8,-0.44877268534762266,w
9,0.37626043092898415,t
10,0.6876201529103363,w
11,1.934110076954426,f
12,-0.8111134565253918,j
13,-1.3414315688318696,i
14,1.2217030872768995,p
15,-0.682189500841719,j
16,-0.13794638820614508,q
17,0.45458555702837417,n
18,0.16232098951374935,q
19,-0.8751428923042471,x
20,-0.10815780566594188,v
21,0.611069080291706,c
22,-0.7677304731850901,a
23,0.8423221055679772,o
24,0.3698927595668699,f
25,0.49285071340229364,j
26,0.19724776162957253,v
27,1.381989329516385,v
28,-0.058855123476366275,g
29,-0.5033342951362952,r
30,-1.359898666390103,s
31,0.2507534087597342,b
32,-0.4411947785591174,w
33,-0.14520275188549267,a
34,-0.5092822540317562,y
35,-1.1734210623256898,n
36,-0.4658525922538468,v
37,-1.28800683410084,h
38,-0.35717385940065605,u
39,0.877333325294797,i
40,1.0268001022058082,j
41,0.2495186710504419,i
42,0.2130148319775292,u
43,1.4265241768302621,v
44,0.09899359461279905,r
45,0.1211320902747345,w
46,0.33728100659111365,m
47,-1.7973843200844117,c
48,0.6149976251763181,b
49,1.749728227344367,z
50,0.7084772724518871,r
51,1.8268852229898556,y
52,-1.2184821195157018,z
53,0.34146606038237026,y
54,0.4557172920987273,z
55,0.35912413282000033,f
56,0.8646671968017379,i
57,-0.8357413696179335,y
58,2.4133579135292793,z
59,-1.6544636416895242,k
60,1.2934565093959731,l
61,0.2453456326935243,i
62,2.2894549701149582,n
63,-0.29363409232066423,v
64,1.6297198954041727,l
65,-0.4005582256227629,r
66,-2.349017475952282,j
67,1.3214291046130726,q
68,-0.0919006859451872,y
69,1.1507272466967915,r
70,-0.6594871465040074,u
71,1.473854436780871,a
72,1.5419609794924787,m
73,-0.557762418429649,z
74,0.48111935393324895,p
75,-0.6813619204438266,v
76,0.8803160686563851,x
77,-0.5009645431125246,i
78,-0.4900421926249796,f
79,1.0976530348002231,v
80,-0.8722578854621524,p
81,-1.036773767947075,f
82,0.9489824282014748,u
83,-0.9607939899574681,s
84,-0.07984909136177203,f
85,1.4407269890441907,v
86,1.368634473939132,i
87,-0.6281138120021308,l
88,0.7206594636420216,k
89,-0.41101731861704305,u
90,2.188564846530981,t
91,-1.12025767203985,v
92,-0.1543482774693696,d
93,0.2167000155626601,i
94,1.222110536464569,x
95,0.9363505235938496,g
96,1.1747158373827264,a
97,-0.045327898009663976,t
98,1.5357413581620583,w
99,0.1606062097242442,l
