a,b,c
1,1.0246692177467114,b
2,-0.6143345005027667,v
3,-0.028827179416206637,p
4,0.4560869562910365,e
5,-0.5152958544897784,p
6,-0.31612125639938937,j
7,-0.4684939577374466,t
8,-0.12533196710153438,s
9,0.686705606196434,b
10,0.487300310075438,s
11,-1.2635206387997324,w
12,0.6826884574428245,u
13,0.6221909900459373,p
14,1.6176983036362296,e
15,-1.898996438334297,j
16,-2.279432830817826,i
17,-0.9597065243316629,v
18,-0.18176528467677003,b
19,0.8738319410155496,n
20,1.5415390069291595,z
21,-0.03663651060310484,x
22,-0.2712597602303978,b
23,-0.7416657993958428,z
