a,b,c
1,-2.5190539569310837,l
2,-0.1927942436953098,a
3,0.3388480061518097,o
4,-0.04017896218661236,l
5,-0.4775160760844617,q
6,1.4209703954859474,k
7,-1.8894835664463674,x
8,-2.2086491718577834,b
9,-1.167080759705254,x
10,0.12172285806630392,o
11,1.3062711108291676,n
12,0.41145947528454757,t
13,-1.291916105705638,w
14,-1.026794966340088,q
15,-1.0079696984418045,u
16,0.33090343807727607,r
17,-2.3129946214192265,g
18,0.279165219949573,h
19,0.12021519372111351,t
20,1.2745148019521972,j
21,-0.2152714010108563,y
22,0.744471570979111,i
23,0.8306958248664011,l
24,-0.2755853270009527,s
25,0.8688291819655776,r
26,-0.4783745884454364,d
27,1.1849973870919894,q
28,1.2801198815321453,h
29,0.1879922678595041,v
30,-0.9704580615348212,r
31,-1.7877473995821014,q
32,-0.5264851725881751,j
33,-0.2600262397354264,l
34,-0.3885618703486407,s
35,-0.8355934349592098,d
36,1.036086097449791,u
37,-0.5875199009727792,z
38,2.1993984229094252,b
39,2.6708455129063937,b
40,-1.9844902991526445,u
41,-0.03240019992042596,g
42,-0.5510126067518366,m
43,-0.9891326986531563,z
44,-0.6043131028874942,f
45,1.1905896053489673,z
46,-1.8095662278997469,e
47,-1.3768766875535612,u
48,-0.291358595216537,t
49,-1.2896685194495248,o
50,-0.018928296095555776,l
51,0.9978259350215463,p
52,0.8319363392894399,a
53,1.6336546024481373,m
54,0.5191881478871246,y
55,0.9434304804582526,y
56,1.7017549294770242,y
57,0.8525290361412475,f
58,-1.3860674146276533,y
59,0.1960312561646094,p
60,0.6296509932889728,l
61,-0.8797803885675106,k
62,-0.5554273339428567,o
63,0.6731096743826545,s
64,0.8136419335190456,w
65,-0.5140384858752685,q
66,2.673185910217427,x
