a,b,c
1,1.0681272496334788,p
2,-2.5653094999786723,w
3,0.7972282561191463,l
4,0.13930596802774248,q
5,-0.424425669176367,v
6,-2.5627245615842633,i
7,-1.1527261913406925,h
8,1.2185863091110727,t
9,-0.3388220816461975,c
10,-1.7635116580035164,v
11,-0.2873409062407601,v
12,-0.6967024663201346,x
13,0.027091211625483634,z
14,-0.3656465797014778,m
15,-0.6220353227946899,t
16,1.799175232099613,m
17,0.047905009905465215,x
18,-0.160842471044552,g
19,1.0441150629056906,u
20,-0.4163377249175237,e
21,6.070186386634e-4,d
22,-0.6444430842599598,s
23,0.9938529878562801,b
24,-0.5705701571400194,k
25,0.31563478980071125,y
26,-0.4001903730560692,f
27,0.1343260744871366,n
28,0.48452738053719474,x
29,-0.4904732757881223,v
30,0.17216394237103064,c
31,0.46768139860641783,s
32,0.32657752942108864,e
33,0.4355743746862105,o
34,0.686694290933187,f
35,-0.7182018732815226,h
36,0.9730421768150421,m
37,0.522409180082419,f
38,0.7545238718756576,z
39,-0.03793940514436076,a
40,-0.030305515655250123,j
