a,b,c
1,-1.2211880383929103,b
2,-1.1865503019859964,w
3,-0.7881815988419827,a
4,-2.009549448739592,f
5,0.09545327168277984,e
6,0.9036821033851017,l
7,-0.7947500137690217,f
8,0.06826669070186157,s
9,1.2902315219895586,z
10,-0.3502875149176925,o
11,-0.22339666381771198,i
12,0.15491719068427118,q
13,-0.48432759293560707,l
14,-1.5447998088763621,f
15,-0.4333324963077281,h
16,-0.801353934125218,a
17,-0.41297027023467925,q
18,-1.4550430293640504,o
19,0.3299506727604153,s
20,-0.19801485653664855,z
21,-0.41335426283603205,k
22,1.7649396644566238,t
23,0.7351900463222614,t
24,2.596057602692836,u
25,0.027471310768139724,u
26,-0.16704731077051285,d
