a,b,c
1,0.10652391194801654,d
2,-0.5994312368304169,n
3,-0.28628035459949286,q
4,1.0528938613682575,r
5,-0.3195781190100712,c
6,1.9799399330114231,g
7,-1.4111817310670878,m
8,0.49029178066005313,v
9,-0.2098421416423343,z
10,-0.1535615474655393,b
11,-0.2748618052609299,x
12,-0.16424819146290587,y
13,-0.5086997770804756,i
14,1.1482251439320372,u
15,0.27772593139299556,r
16,0.03222565467703826,j
17,-0.23474570127488506,l
18,2.030968550526241,g
19,0.3893055311793006,h
20,0.7201594432735731,h
21,-1.1058340355666647,a
22,0.5942376706706669,g
23,0.6498277634463585,q
24,-0.7457064581312115,c
25,-0.659452943608429,b
26,0.7538195009024109,g
27,-0.9333026542111463,k
28,-0.17071121738017775,p
29,0.13260477913427252,q
30,0.9581005860399461,e
31,-0.6201117024667017,r
32,-0.5566413066170719,i
33,-1.1361123885884972,h
34,0.1609112384380933,q
35,1.4983547649214592,v
36,0.15503085299507913,e
37,-0.1437048586446609,k
38,0.5167314074250681,b
39,-1.2311182469869095,u
40,0.5338734941935368,w
41,0.07210376974824152,t
42,0.5049848136382616,c
43,0.1403582615406535,u
44,0.012289519232760856,w
45,0.07911334842919361,s
46,0.9687289544813903,i
47,0.05371856899175598,g
48,1.0549885799436598,o
49,1.3958464465377074,f
50,0.03251680531020755,i
51,-0.5421776493408238,j
52,0.5425048831655579,r
53,1.3924622368089719,c
54,0.8517501251387198,y
55,-0.5503762395367887,t
56,-0.5795601804485251,w
57,-0.5302090375871441,b
58,-0.1415338801141092,y
59,0.21005040415444057,y
60,0.44279042241391237,x
61,0.5401289921902954,f
62,1.0218233054166137,u
63,0.45422080782953506,o
64,1.1605023823275848,v
65,1.3964153397500236,p
66,-0.19592642133703886,l
67,1.835076474871367,l
68,-0.22266162740955048,l
69,-1.1087901340605875,c
70,-0.08195113405861418,e
71,2.406898403970198,s
72,0.24560698327361236,o
73,1.8973118300024117,x
74,1.6262997112325264,j
75,-0.10793194028772773,v
76,0.5886433515485462,j
77,-0.1906171554645682,o
78,0.008605303529407202,y
79,-0.8910702210047239,j
80,-0.08249906829713265,m
81,-1.4483199664398503,g
82,0.03949801543702262,q
83,0.35825918194949413,l
84,-0.47570951216070917,s
85,1.4692258171504557,u
86,-0.276937848640383,f
87,1.0480991291019552,h
88,1.2211429544360806,d
89,-0.6555920510482216,e
90,0.6132975194894424,n
91,0.9762086794921746,s
92,-1.9176007773282324,y
93,0.14670126949902101,f
94,1.6659885692259169,j
95,-0.4271966906220873,f
96,0.06548269032015472,i
97,-0.26300272040078493,t
98,0.8851460285343336,d
99,0.8590030196252388,p
