a,b,c
1,1.4886656093336315,g
2,-1.8682425166607803,g
3,-0.7998927493008027,e
4,0.34773663472490224,i
5,-0.1728748096958804,k
6,0.8498075511849917,v
7,1.8434183042550139,l
8,-0.11240230733404251,i
9,-0.44885798180444636,u
10,-1.6830229622603445,c
11,-1.051093544516368,a
12,-0.7570512535734659,t
13,-1.7089359580899615,c
14,-0.8202282059520937,z
15,-0.9580805897092247,i
16,-0.8124309629395084,z
17,0.5386848962071947,d
18,1.4126097180743755,a
19,-1.8473392990494797,e
20,1.5609336641005098,z
21,-0.5360285286605783,a
22,0.9739709406734468,o
23,1.7883084038981842,a
24,-0.42955339761551964,a
25,0.24946131553937653,j
26,1.4745491032151716,j
27,-0.2860213440084418,o
28,0.6923770589286704,o
29,-0.17007939563284238,v
