a,b,c
1,-0.9686573884806612,g
2,0.911387982296721,k
3,0.022711744713974486,k
4,0.8654621970751067,b
5,-2.134728315237043,b
6,-1.3613963342673343,j
7,-1.0988953641276225,p
8,-0.08123854932107409,v
9,-0.15189220172318135,m
10,-0.4299010265621037,u
11,2.595223312892329,h
12,-0.5629317271081365,f
13,-1.0026012098260257,j
14,-0.9927780647060817,x
15,-0.24905417483814288,e
16,0.1945408773196849,d
17,0.6388122469933374,r
18,-1.0980945568969451,q
19,0.4849406642474425,h
20,1.151207222843802,d
21,-1.0605757709453747,e
22,0.5483525162844949,x
23,-1.1147266069100927,d
24,0.10713983839474271,t
25,0.001935830427930884,x
26,1.1890221811311403,s
27,-0.15163321260014523,a
28,1.1496934224309172,o
29,0.341274337614579,q
30,-0.5532971168693153,u
31,-3.0843957214408175,p
32,0.11419567328472013,l
33,-0.18991465209389835,v
34,-0.01438721563381812,f
35,1.2774445996504462,y
36,1.7524527332001518,n
37,0.3589772334512237,z
38,-0.7475220671233219,n
39,-0.7804597800227309,i
40,-1.0570373919244471,v
41,0.3368934655311531,x
42,0.699997790023082,n
43,-0.5158758052712447,i
44,1.2694620486335528,k
45,0.5541647766559794,c
46,-1.5299040666879502,u
47,0.21211906993331664,o
48,0.21228607670330973,m
49,-0.034950592237945555,v
50,-0.08073395527519416,m
51,-0.3550561915687787,v
52,0.731835521922867,b
53,-0.4295376747844303,o
54,1.6009835024602903,s
55,-0.780342094468938,j
