a,b,c
1,0.8605136014369442,q
2,-0.5290629932999615,o
3,0.4484731014803687,l
4,-2.025899704806564,h
5,0.0019987001216140586,w
6,-0.4237487243559075,v
7,-1.1688366811390019,u
8,-0.8364475604148861,p
9,0.9132780235904061,u
10,-1.7098025266809063,n
11,-0.5136380529272581,i
12,-0.3808870840073924,j
13,-1.3931446352677448,f
14,1.150974231607179,u
15,-0.9098949957229765,d
16,0.6854540376540291,f
17,-0.8305096520386354,j
18,0.3386423657747757,l
19,-0.11303786367364432,k
20,1.178835794150468,b
21,-0.03308337267707708,f
22,-0.07728006639772461,e
23,0.8591779129299818,r
24,-0.10776418832270822,l
25,-2.093357633499897,p
26,-2.0640507397266536,t
27,1.4349651907611167,s
28,0.9527148633922573,e
29,1.4640878324617275,i
30,-1.1222275489925098,n
31,-0.4124770206125432,f
32,1.2538341000847313,s
33,0.07647975132065564,h
34,-0.7723221075046478,k
35,-1.103758541788871,j
36,1.5640250561317632,o
37,0.34703312215560345,x
38,-0.6794285513432957,j
39,-0.10824302804849027,o
40,1.3895580084509962,y
41,-1.3684697493398161,c
42,-0.4844351512755061,a
43,-1.331157956038635,i
44,-0.21984494854075673,h
45,-0.578494987591569,m
46,-0.42143769498957845,a
47,0.7997598022303518,m
48,0.30876967359659163,b
49,-2.1151492039401303,n
50,-0.14905742596823876,e
51,-0.3101879312710235,f
52,0.440174583005117,m
53,1.4051628741100304,h
54,-1.7121638663789445,y
55,-0.8584711947992315,n
56,0.7955803801389739,i
57,0.11691464274457353,x
58,-1.0210887598737657,q
59,-1.7595364611279243,v
60,0.53129511978003,i
61,1.46491288641563,m
62,0.25803125985967906,u
63,0.5727260579398064,v
64,-1.3291197584126484,n
65,1.704667753430104,k
66,1.5944496782944906,v
67,-0.2710017354039435,n
68,-0.9483118652941432,y
69,-1.7746098648730633,l
70,-1.5914610005921306,k
71,-1.842324871018882,e
72,-1.2114141448558753,x
73,0.6106887776161971,i
74,-0.7322460624881241,p
75,0.818566718376669,k
76,-1.3646092541268688,c
77,1.585201710904535,v
78,0.48763704320909573,w
79,-0.0013988937305526683,o
80,-2.1336756411263735,g
81,-1.6133786605484035,m
82,1.4037989980913088,i
83,1.0169624959098469,u
84,0.15474993791493663,o
85,1.6096540065728318,f
86,2.024298390033721,v
