a,b,c
1,-1.875754569699528,u
2,1.2134190279673878,s
3,0.2617046601825535,o
4,-0.37756513010451415,a
5,-0.8596696221235793,c
6,-0.3390565383020113,l
7,-0.2733775062921273,p
8,-2.360554294908186,i
9,0.4372055026411408,t
10,0.459613352704499,r
11,0.4772539366738544,u
12,-0.017918277932122764,g
13,-0.9568635203868833,k
14,0.593623552639254,s
15,0.11845920904604686,y
16,-0.10253572438606075,t
17,-0.972525125067155,t
18,-0.9300797440875054,z
19,0.7696661251086264,e
20,0.21298546390176196,t
21,-1.5628153071370219,h
22,-1.3224614774414096,f
23,-1.1190502515439518,e
24,-2.082468923726408,v
25,-1.6395576247920398,h
26,0.34774225048685886,z
27,0.2891270395373334,f
28,-0.13670930455011304,h
29,0.1676401428421665,o
30,0.6013783030716089,r
31,-1.323883033854002,y
32,0.42478247951653036,k
33,-1.156048911645885,q
34,-0.5328341560315809,z
35,0.12735150710252022,z
36,-1.5707353671953408,m
37,1.8982983443070724,c
38,0.3824309522650122,l
39,0.717511642147176,e
40,0.6482497910684547,l
41,0.20072200824278943,z
42,0.6150946163287053,s
