a,b,c
1,-0.05618269797225611,p
2,-1.0658686601490799,h
3,1.0298801480104973,p
4,0.062272059391288895,z
5,0.11935136507351324,p
6,1.733579619094418,z
7,0.7794983255461418,x
8,0.2979792330892791,c
9,0.22503661814372544,h
10,-0.3424949199631709,b
11,0.9134760519159187,b
12,-0.3304378139246904,k
13,0.5010412197156956,w
14,-1.3284596897041836,e
15,-0.7930934427263836,q
16,0.48152339647941655,s
17,1.456732986018633,a
18,0.9624802023004956,j
19,2.097561087661552,m
20,0.7404381895854885,o
21,-0.7412200618549056,o
22,-0.8522755858999657,v
23,1.4374149630899118,m
24,-0.7497605049721955,i
25,-0.13719172942884827,i
26,0.1902189572041288,u
27,1.2214209518745094,e
28,1.5792100064695866,q
29,0.5193846467734001,z
30,-1.1980421513777313,x
31,-1.0534396810265902,s
32,-1.001568036971004,l
33,1.7096560096940627,b
34,0.41331315745274605,a
35,1.192458686349103,m
36,-0.7843120589071851,a
37,0.6429030717772033,q
38,2.3995732790328486,l
39,0.2194760117126711,s
40,1.1043835843045264,r
41,-0.7755739097876073,k
42,-1.207210480938527,i
43,0.09640980753050912,l
44,-0.8049747941856629,c
45,0.5098374643074302,o
46,0.7209232384275043,g
47,-0.4964713168745317,y
48,0.3615467393358038,w
49,-0.07288491539439948,v
50,0.09827082325617716,w
51,-0.5484453075873787,k
52,-0.3789560944649603,x
53,0.33975799138777485,q
54,-0.42093221406976183,k
55,-0.011136389082443052,d
56,-0.13768540618313885,a
57,-0.8377838451410987,y
58,1.20784514524318,j
59,0.0880794604242416,h
60,-1.3557643931852803,t
61,0.9204788356488767,r
62,0.5461792851178402,y
63,0.8593449883136741,g
64,-1.0986847575804222,f
65,-0.02246299354471647,k
66,1.4820283196489186,c
67,2.201111953976668,g
68,-1.6958420414359674,d
69,-1.1982935523350777,p
