a,b,c
1,-1.021888331425979,c
2,1.5396553514318962,s
3,0.8463374302338367,w
4,0.5944660612797041,c
5,1.0821771114538477,w
6,-0.3245889475512505,d
7,-1.0296886036365422,i
8,-0.11257472618177494,o
9,-0.5112522288463698,c
10,-0.259394568513631,a
11,0.3538388315063875,x
12,1.2393701876939733,o
13,-1.5487844322457351,c
14,-0.013184005848098406,p
15,-0.1957557622479037,z
16,0.0807896910664562,y
17,0.09337985840890212,m
18,-2.1731877051252355,w
19,0.5743986533040166,q
20,0.05579295765243069,g
21,-2.9006780532719407,d
22,-2.0432741878996925,f
23,1.2983894822255282,a
24,-0.6950947685061802,d
25,0.2780252400948593,u
26,-0.49802602494659376,l
27,-0.5973392915980994,j
28,-0.17744170618557592,a
29,0.6733128821705996,v
30,-0.3670368837510917,d
31,1.472245633589013,c
32,-0.11592647845357662,a
33,-0.2831623948144836,c
34,0.6166542612036948,a
35,-0.7789438275313845,i
36,-2.0355922449398696,j
37,-1.7711258770018727,j
38,0.14330092637545025,f
39,-0.7247903073854767,p
40,0.7791255538797902,p
41,-0.9790276087370564,s
42,0.09514371229521043,w
43,-0.019387187107820197,n
44,0.5339326741115229,u
45,1.6777935716305583,b
46,-2.3001083420058124,z
47,-0.4851477478992986,n
48,-0.21117965737826086,v
49,1.377342231932278,e
50,-1.2660239871613728,w
51,0.1353657411568195,k
52,-0.26059051059179195,a
53,0.6944172403619004,s
54,-0.13212196201316848,e
55,0.950365918731159,p
56,0.6041593505971978,w
57,-0.06935445629569731,q
58,2.129826914523873,e
