a,b,c
1,1.6369581016726595,v
2,0.9158259161717223,p
3,-0.4947239430299779,c
4,-0.7807680531005501,m
5,-0.696936582647496,x
6,-1.2568354231641836,k
7,0.7652083471149087,w
8,-0.4056051281837143,z
9,0.9785786463533421,y
10,-1.3722193327287688,i
11,-0.8657954549444374,n
12,1.4438049007787328,l
13,1.4422016093740195,a
14,0.039839430765552596,v
15,-0.33302762807398845,u
16,0.20842742544500614,l
17,-1.0811578968429785,j
18,-0.34495786059163297,r
19,0.1622590838352859,t
20,0.47627218865244225,f
21,0.06778493130688722,n
22,0.6383718521215042,z
23,-1.151122887198242,x
24,-3.4397052903232477,p
25,0.2430491010877282,u
26,-0.2017951680923869,j
27,-0.6454195800311919,o
28,-1.3019385362561404,k
29,-1.7695212460575156,r
30,1.4712808645325228,d
31,-2.0836042447382432,v
32,1.4392491336521287,u
33,1.3272543935177414,u
34,-0.9898987367534169,t
35,-0.43171433884919536,n
36,0.7568424842111914,d
37,-1.8120675664702028,f
38,0.5690057772266802,x
39,1.4734521886544225,c
40,-1.1467704326493255,l
41,0.9049180130869335,r
42,0.21699471776839885,e
43,1.0863414425904778,n
44,0.1013148671302807,d
45,-0.7967127057740349,d
46,1.949493657019415,m
47,0.6149052148415814,g
48,-1.0501623822082498,r
49,0.13861903406373294,v
50,-0.07419611834174233,e
51,1.5155575497418405,l
52,0.67448504270601,u
53,0.6323581605492363,m
54,-0.9206118297593602,j
