a,b,c
1,-0.5267400106118368,s
2,-0.6095997972902306,u
3,-0.19592164961164646,f
4,-0.3245830771048396,u
5,-0.22939642693758036,h
6,1.50106513569636,u
7,-0.5913907896499484,c
8,-0.4511821994399129,c
9,0.0943433378912194,j
10,-1.3625490394965238,q
11,-1.4378215961798566,e
12,0.5871339648583592,r
13,-0.9910725649780814,m
14,-0.5371748983069097,w
15,-0.14982883199415367,s
16,-0.39442236709460105,k
17,-0.9380713023976979,v
18,7.628393066162904e-4,i
19,-0.9902005078981473,q
20,-1.1008281143890222,v
21,0.5971321562227465,z
22,1.3698523001566694,t
23,-0.5687855582527486,t
24,-1.632375418881911,f
25,1.348825077340999,j
26,0.14502411010143093,t
27,-0.6252289649961963,t
28,1.0862099525024775,o
