a,b,c
1,-2.2711652715479285,m
2,0.49465635464046775,k
3,-1.7391838280941003,k
4,0.8181842715254741,v
5,-0.06844401992768329,e
6,0.003788948119549756,h
7,1.2342648472841251,w
8,1.2262226385528738,s
9,-0.30854356653248577,f
10,-1.450924784848209,e
11,-0.6792343335221213,a
12,-0.8653684141433153,r
13,0.06681389185413601,u
14,-1.2019795951766599,t
15,0.5003792321746591,d
16,-0.4381497873178687,z
17,1.2279776946536007,h
18,-0.34910869498909963,m
19,0.5486150416546016,e
20,-1.9010998352477624,a
21,-0.01771947331472639,k
22,1.525588530294182,p
23,-0.9400186880924687,p
24,-0.4614281761020258,j
25,1.217227201316249,k
26,0.20541415774348257,y
27,-0.8339650556659534,v
28,1.4149382738762857,p
29,-0.7392585151173587,k
30,-1.1691260460493809,h
31,-1.2424214921731607,e
32,-0.019479954546042722,c
33,0.10700032784878778,o
34,-0.36014957150557575,t
35,-2.3285581602964016,q
36,-0.4046297142028111,k
37,-0.5775361160030964,v
38,-0.5195451710323886,k
39,0.12265497468867946,t
40,-2.137689906649058,r
41,2.7171548752932204,r
42,1.2047523638774442,v
43,0.459885469080998,t
44,0.996656240440178,c
45,0.784084433883943,c
46,-2.143663866957452,b
47,-1.8122195171187379,o
48,-1.1230804905987475,d
49,0.38805531969016105,r
50,-0.4217780683337083,i
51,0.5652590957619402,b
52,-0.15267226777270038,u
53,-0.6966632899595586,i
54,-0.8853243355875042,z
55,0.6112459697605445,l
56,0.023311176342793397,j
57,-0.9458105327821132,l
58,0.15507459531425635,p
59,0.6744008533393995,u
60,1.3001809979453913,b
61,0.9211312067116113,p
62,-0.3480120107527444,n
63,0.23072830029885763,c
64,-0.131787434450244,h
65,-0.2710206380563782,l
66,-1.5145370620557725,l
67,-0.05948670266209306,j
68,-0.17694439192960545,w
69,0.6841212529513565,p
70,0.017348773434081175,u
71,-0.45472653907909627,j
72,-0.4366178532124975,u
73,0.328540616240233,a
74,-0.18462722014999272,q
75,-0.6017845369143956,a
76,-0.6336522453329685,k
77,1.1934734295110745,x
78,0.6395824047183768,d
79,1.0075491108665346,h
80,2.204003384869845,o
81,2.162674126628205,p
82,0.6089693202384079,u
