a,b,c
1,-0.44620746740335254,m
2,1.1148608203741828,z
3,-1.2714791416948015,m
4,1.0116375420266799,l
5,0.3154707961518826,d
6,0.001653577113424055,q
7,0.41760506503824035,c
8,0.3011430190134446,f
9,-1.292363743132509,q
10,-0.2693351351139022,v
11,0.9659517153902577,l
12,-0.12486971007530157,g
13,0.674089691315607,v
14,-1.6817275870651192,u
15,1.4381770650579937,j
16,-2.386505591638633,s
17,-0.3451590638754235,w
18,-0.32162112893225325,r
19,-0.40406749594738217,q
20,0.9266447248358985,w
21,1.0093852320943981,p
22,0.688260176795661,k
23,-1.6487329675144244,d
24,1.2162110513048208,p
25,-0.010090358153611735,t
26,0.9878986322957982,t
27,0.29346192383161307,o
28,1.2138568437470159,x
29,0.4383862238982195,k
30,-0.414563024302734,q
31,0.6646323776449964,p
32,-2.334665369554786,j
33,0.7699319253459592,k
34,2.4485769623171425,k
35,-0.6569545392307259,t
36,-0.24595645828944704,v
37,0.8196762586191664,t
38,0.2283931823751523,g
39,-2.469695193941427,k
40,0.3209054936380592,x
41,-1.483564172748142,i
42,-0.6960371455066464,d
43,-0.40863851562926407,a
44,0.44281284683379896,s
45,-0.35569957032048255,n
46,0.6362310167376599,l
47,0.39117207145138605,h
48,0.6031587862586285,t
49,1.656647609046879,f
50,1.2264900128729275,e
51,-0.9171814468491354,s
52,-0.08986281591960724,y
53,-0.5309750538980331,w
54,-0.054391752625278504,y
55,-1.2242736537496046,k
56,0.29599492962194557,e
57,-1.3699586193197817,n
58,-0.472072268207072,m
59,-1.0549541820674173,b
60,-1.207768926054618,q
61,-1.178367305178228,z
62,-1.3749428119176441,j
63,0.7702178508326175,e
64,-0.40540148031578954,m
65,1.7905239612672101,j
66,-0.01733246884577133,d
67,0.43861868480967087,c
68,-0.8297832163775344,w
69,0.3300268476817369,g
70,1.0633983608352766,q
71,0.18071747063125523,r
72,-1.120767839142849,u
73,0.4238400639010282,t
74,-1.1658707781167887,p
75,0.7822810393094937,u
76,-0.23278827919606174,v
77,-1.289339225150802,f
78,-0.7746211064271334,n
79,-0.069397967249122,a
80,-0.39843151840522073,g
81,-0.2068413213791394,c
82,-0.1690173477651031,g
83,0.5870910808120469,e
84,-0.3813026055850847,q
85,1.2076742874347286,y
86,-1.784849945817417,l
87,1.0101419309383157,o
88,0.27360525841692196,z
89,-0.22857018265955156,l
90,0.07003385870507738,a
91,-1.2921518022399872,k
92,-0.27945437820812985,s
93,1.0837518016463923,i
94,-1.149180950058962,v
