a,b,c
1,1.1032177716433935,s
2,-0.6767804796137785,h
3,0.8003426561584898,f
4,-0.1052196176834772,y
5,2.4610136859250984,d
6,-1.39538682144032,u
7,0.30802779483158954,h
8,-0.7331925665409715,l
9,-1.0833781421060729,q
10,0.9666949059722171,n
11,-0.16678644677743784,t
12,-1.5783762054715293,d
13,-0.7338883115964964,p
14,0.03462936742805068,p
15,-0.07920571516721914,q
16,1.4213784843641695,f
17,-0.45304643930320576,s
18,0.48903897973598875,w
19,-0.2917126431293241,r
20,0.7085272643236132,l
21,1.570649182584149,i
22,0.6476571478820672,d
23,1.175321842601817,o
24,-1.8968875778698508,g
25,0.26285736124743075,v
26,-0.12420936110344137,z
27,1.3509302179779825,n
28,-0.13402307858224827,v
29,-0.6879183359898661,z
30,-0.5351729626680216,t
31,0.9564378220901174,r
32,0.7393371784593077,x
33,0.2816467228422855,q
34,0.11506721369075276,j
35,0.23945763187061234,e
36,0.36450959565657437,b
37,-0.6146226041636582,j
38,0.4345511349519513,h
39,1.1327525008879895,p
40,-0.8906625119552165,p
41,0.5275415301422018,r
42,0.6238447620484489,y
43,-1.5483358558815619,h
44,-1.1171958883871287,c
45,-1.1462947958607645,q
46,-0.9229626427995935,j
47,1.0201920511767495,q
48,-0.06432795462394841,j
49,0.4583957856593666,t
50,0.33911469362407937,u
51,-0.11326814595422759,z
52,-0.4578121437803593,d
53,-1.1746204102131277,x
54,-0.3486048612202428,q
55,-0.9338274664173016,h
