a,b,c
1,-1.2374073727007215,o
2,-0.7978390484203003,j
3,1.3356881277691184,i
4,1.3452861324459846,z
5,2.253721765879664,m
6,-3.1845914925638446,h
7,1.512336771680707,u
8,0.5403626330489969,i
9,1.238606102660802,l
10,-0.14691760710532584,o
11,0.5179564310881148,b
12,1.1575611402218449,d
13,1.5778462099477262,q
14,-1.7713038978440179,c
15,0.7092867720660188,o
16,0.5347202591706028,q
17,-2.129168296740556,s
18,0.9743186854910513,j
19,-0.8396358742447341,n
20,-1.164088775770142,n
21,0.47225585270559683,t
22,-0.003307087129710729,v
23,-0.28329657740515374,t
24,0.46799506721216305,y
25,-0.5923187379582191,p
26,0.8704339669371297,t
27,1.3142106091403454,a
28,0.4048690997184243,u
29,0.3668489948985654,e
30,0.017492500548586705,h
31,-0.6819248905149474,z
32,-0.4037881639981558,r
33,-0.13890666281707614,w
34,-0.11632869427727095,l
35,-0.6032955106981511,y
36,1.2673559988959222,d
37,0.001294358713569551,z
38,-0.03327485338079797,c
39,0.012212730084113157,r
40,0.21270154850291018,s
41,1.0816873933535502,y
42,-0.2849967535467875,z
43,-2.178459714530517,t
44,0.14043602050515624,x
45,0.2721789577799905,n
46,1.5548612439967615,f
47,1.3084874541443248,u
48,-0.9537550028223741,r
49,-0.5725125731923553,n
50,1.6496070677023478,k
51,-1.2576902067264213,n
52,0.5327668654799066,l
53,0.9287029733330339,d
54,-1.691992601221317,z
55,1.637197263161621,r
56,-1.4878949071939838,v
57,0.8932349735363624,w
58,-0.4831138897999441,e
59,-0.32398794319688623,t
60,0.6301064835903333,k
61,0.5528148889030278,r
62,0.4653224425240555,g
63,0.49836113130876153,b
64,0.22865578140019616,u
65,0.640738479096325,s
66,-1.0615928037503575,m
67,1.1955388276824002,i
68,-1.2133246886809481,w
69,0.3542346521004376,b
70,0.3920754468705049,t
71,1.80144376567509,h
72,0.015514476787571542,j
73,-0.4589302355897514,t
74,-0.39931218175991157,i
75,0.5189185866942089,j
76,0.21262366815590106,o
77,-0.33285220866317894,y
78,6.552007958642512e-4,d
79,-1.4212239436467689,g
80,0.5217334002630412,d
81,-0.8992987103383817,d
82,0.5664583670540576,v
83,-0.14210269079795898,s
84,0.7346628309003276,o
85,-0.1491780266191767,x
86,0.33888013592705585,z
87,1.6181899137467095,d
88,1.9116686695664697,n
89,0.15432280283690217,k
90,-1.9028506334361903,o
91,-1.0145942416701588,l
92,1.0781479504971607,i
93,-0.6323840914848211,l
94,2.0136618622695326,a
