a,b,c
1,-0.5976826209463623,u
2,-1.3800457919574376,s
3,1.1888922061973335,r
4,0.6146956540034474,f
5,0.4484540807316445,y
6,0.8111901040807761,e
7,0.4621359288846688,q
8,-0.002863023352427764,m
9,1.4622157355107046,c
10,0.15250758596206815,c
11,0.9978718732663344,v
12,-0.0766783750094701,q
13,-1.1895080910694438,x
14,-1.5514880168757594,w
15,0.19120208410456319,o
16,-0.0017125329328256456,y
17,0.8825254128693736,k
18,-1.2039992764912255,c
19,1.479067440774404,u
20,2.2431325747595428,i
21,-1.4430161561706158,b
