a,b,c
1,1.9565186046678147,i
2,-2.6921011935209376,m
3,1.8699816120945567,g
4,-0.18697663133922085,w
5,0.8380762146451332,k
6,-0.6627141588214243,n
7,-0.43772893678199953,v
8,1.645167115777618,y
9,-1.2460084882307558,o
10,0.4427517748076053,y
11,-2.293300116411916,h
12,1.4060405850823423,i
13,-2.4525973852179987,c
14,0.6096082954664146,t
15,-1.142052704046351,h
16,0.009315920686329165,m
17,-1.5964401979346565,l
18,-1.3084510746535005,j
19,-0.29844773858408435,c
20,0.6793526978727483,z
21,9.402248355742421e-4,w
22,-1.4498492496847917,x
23,-0.18230500274831932,e
