a,b,c
1,-0.16071901031199315,d
2,0.349661075362379,v
3,-1.242862046537157,j
4,1.2385756830591215,j
5,0.1417063027134386,r
6,1.205043913943237,x
7,0.5883279641504324,c
8,-0.19311708778298362,h
9,-0.8465492799806745,r
10,-0.20793346120333467,e
11,0.004155996865794266,b
12,-0.8461969504765806,g
13,0.9299741011538596,p
14,0.18497452895408342,t
15,0.17949743579232794,x
16,1.3723729170446102,a
17,-0.11574764722153191,e
18,0.9461315833911701,n
19,-0.5879816926936648,l
20,0.21076747949003408,p
21,-1.9386584120584038,t
22,0.9265406342866703,j
23,-0.5108082205998955,q
24,1.9601312227263854,g
25,-0.2971936801038832,h
26,-1.5434647174056197,y
27,-1.1468469872330942,e
28,-0.12079198623859236,a
29,0.53143536229119,l
30,-1.1341483980145033,v
31,-0.1288024889490765,g
32,0.9634180145204343,l
33,0.02337558274550467,s
34,1.1074053322082131,j
35,-1.5718201382975585,m
36,-0.395632009759115,o
37,1.2461197631609326,m
38,0.29626109435886094,j
39,-0.12603523154274562,d
40,-0.46094896977482186,x
41,0.28935091333474694,l
42,0.7888480920295536,d
43,-0.21950629896204682,p
44,-0.3601517432297054,p
45,0.19673452632320318,u
46,-0.21700811403951373,r
47,1.3714632881591071,t
48,-0.4038265630659978,v
49,-0.18740886603171483,n
50,-0.6007457662718241,c
51,0.15485216127419643,o
52,0.19479105095213603,m
53,-1.9976946450568531,e
54,0.6068050268627829,r
55,1.1181775770673137,k
56,-1.271996025199698,q
57,-0.9510186431224019,f
58,-0.8673149744711541,o
59,0.738013502971967,f
60,0.5175656266555898,u
61,-1.0984121525248947,c
62,-0.6076200816407143,s
63,-0.40142771597594257,r
64,-0.9184574833468853,v
65,0.19730773940186971,p
66,-0.2358138595880457,z
67,1.637515657754891,d
