a,b,c
1,-0.36258033229035935,q
2,-0.7232991038322961,x
3,0.7295970616975752,l
4,1.6282121159570027,d
5,-0.6360863133815013,t
6,-0.5893884185557852,r
7,1.0491645190035497,g
8,0.2603947696097092,t
9,-1.1931238542449425,v
10,0.9628456017470111,d
11,-2.416218905278496,b
12,0.9964638908777684,a
13,-0.9852538127840094,u
14,1.0869193247987763,u
15,1.1214366865802217,w
16,2.0512726930762453,l
17,0.9442386492555424,i
18,0.9585130986356244,g
19,0.752489483233741,b
20,0.5147183683433697,o
21,1.6015897726389117,c
22,0.9766924145773637,g
23,-0.46381926900843706,e
24,-2.923918931257851,x
25,0.4013385855781009,h
26,-0.23711876038896335,j
27,0.2304656525624584,p
28,-1.933520382609298,f
29,1.3884960685639778,a
30,-0.6377246692924539,h
31,0.4849635677441896,u
32,1.3489483794832893,a
33,0.7281111909477332,o
34,-0.46809377549277825,o
35,1.0483007779434355,y
36,0.7065863708203587,z
37,0.6765465010816939,s
38,-0.6604656652273881,a
39,1.4525079032345438,s
40,-2.112577695635005,u
41,1.324476537364673,i
42,0.4427297885015609,c
43,-0.9356121817095785,k
44,-0.46848363499454027,b
45,-0.6917235089401045,r
46,0.9224289967811784,h
47,0.5294198791036664,j
48,0.3969446256618936,x
49,0.525984207955336,j
50,0.36220167019429766,b
51,-0.4066253475534514,p
52,0.2671854469945006,u
53,0.32719681147611596,s
54,-0.15288955491684444,s
55,-1.9299856720585562,s
56,0.5985490735979456,p
57,0.4871105336303038,i
58,-0.41306317514896185,s
59,-0.7129225323531466,v
60,0.9227391219912003,s
61,0.53209870160823,e
62,0.22977543505883483,n
63,-0.2994176148084519,j
64,-0.5885900806866149,b
65,0.8686134525434337,o
66,-0.07134948923204677,u
67,0.0845794869049253,a
68,1.2701809367951358,s
69,-0.5318106447021638,p
70,0.3129657564068364,n
71,-0.06110299778193456,d
72,1.2850576217456184,g
73,0.21864618068133093,a
74,0.07504530266785817,f
75,0.7446963594302388,k
76,0.5893145972494127,f
77,0.608304922408761,q
78,-0.3564925335485659,w
79,1.3514217234807784,j
80,0.161562077801856,h
81,1.0009561258814323,v
82,-0.8482869715114694,v
83,0.08288133747185107,y
