a,b,c
1,1.9669804709337764,m
2,-0.6598145741891976,w
3,1.7249206239255825,d
4,0.020269646894622358,j
5,1.0855530474515427,v
6,0.8133938434459023,m
7,0.7566776811881016,j
8,1.415973067281162,s
9,0.28617734150522467,q
10,-1.3105848370841495,v
11,0.07658179528900426,s
12,2.1335368428194124,h
13,1.0103852540413056,a
14,0.05532808146987489,g
15,1.0879285943896757,c
16,-1.1189023458553373,h
17,-0.760815695867039,a
18,-2.6276805169242743,j
19,1.9463044421638127,j
20,1.6004842529681458,f
21,-0.2182870538091042,a
22,-1.6273880695046905,r
23,1.7845537943769054,f
24,0.1371685514844324,l
25,-0.4530527907461843,h
26,1.8559094827579383,a
27,-0.3106426124007202,b
28,-0.49614256373545185,n
29,-1.5526651219113603,c
30,0.31695601215443425,o
31,-1.0706750151254352,k
32,-0.4940930157501461,g
33,-0.49727473520194604,o
34,0.32520359635560964,s
35,-1.2598745323246463,s
36,0.10551396267380574,u
37,0.5127586218514536,q
38,1.1475899626528612,x
39,-0.0634825446295542,o
40,1.103514282585866,z
41,0.75366635805876,s
42,0.12022871034709781,d
43,0.9173757546766511,b
44,0.5098676566831737,b
45,1.6733758839424298,i
46,-0.8798980692845749,j
47,0.7573650666326424,y
48,0.5851185594609768,f
49,-0.4441781843876555,w
50,0.28128799182867786,i
51,0.42306162919203044,g
52,0.04960719367459862,f
53,-1.2193185824520827,g
54,0.022799639765564494,j
55,-0.2013312421479053,k
56,2.211723704935323,d
57,-0.28964357407879215,g
58,-0.7265144503812759,h
59,-1.5669913035331522,t
60,0.7798195314272621,c
61,0.15836477730168258,c
62,-1.0275171042578095,u
63,-1.0166467142109628,b
64,0.49454187760931584,l
65,-0.9202360608966687,e
66,-0.556620428368519,f
67,0.05314560951749439,o
68,0.5972315986197281,h
69,-1.849109670634748,k
70,-1.1231854498456189,x
71,-0.6585865291701604,x
72,2.093808204781738,l
73,-0.39839050738047294,d
74,-0.4725201103603648,t
75,1.676720859083505,u
76,-0.5774457075569409,s
77,-0.0307098905733836,v
78,0.9165116501250972,w
79,-0.12648308799280597,o
80,-1.468141206672117,q
81,-0.4257190578553391,x
82,-2.153935765227346,w
83,-0.4895328240526503,m
84,1.2160029931009215,z
85,0.8607166809044499,s
86,-0.457031127402418,e
87,2.151222830387146,b
88,-0.2539751198212878,d
89,1.3793652213719365,f
90,1.3624620299665489,s
91,-2.1890553854683947,i
92,0.1834103794694926,h
93,-0.4282253628673814,q
94,1.2192759313663175,v
95,-0.3089078960029228,u
