a,b,c
1,-0.8133331686676456,r
2,-1.8192239051657015,z
3,-1.20241678454282,g
4,-1.9019638347294852,r
5,-0.008223277100390875,j
6,-1.3226839651137896,y
7,1.4920611613457178,l
8,1.9725737187962473,c
9,-0.47242099564439216,q
10,1.3178545144323326,y
11,-1.5419107406779626,z
12,2.3252325235783764,g
13,1.1158665802185816,z
14,-0.4092558083583969,y
15,-0.42017900023110905,p
16,-1.5298658119906052,b
17,0.29008082617112513,f
18,-0.1386748624302456,e
19,-0.8363026348253654,z
20,-1.3818777309589223,o
21,0.44263205824278423,b
22,-0.4591109847853322,z
23,-1.8572286947016547,g
24,3.550591462217237,h
25,1.3712267518481027,b
26,1.2711719593817563,q
27,0.2635724945140886,d
28,-1.4729078934897428,o
29,-0.016457302000666668,q
30,1.5799189505050701,f
31,1.4007796046318461,w
32,-0.41363840811041436,o
