a,b,c
1,-1.2017173136992358,u
2,2.0034118588481715,o
3,-1.1755460040013859,f
4,0.017696049139399542,a
5,0.03674224727455749,w
6,-0.757544393104987,t
7,1.1995180174469178,l
8,-1.61768067350946,a
9,-0.3627871265237758,d
10,-0.20764857051756172,p
11,-1.084201319176487,e
12,-2.0609134713144917,z
13,0.9008122391129895,r
14,-0.04739300947549505,q
15,-2.0112282610889616,j
16,-1.1476883756217424,l
17,-0.7832104568702586,b
18,-0.07661430270336331,t
19,-0.8692591248060852,o
20,0.27668893207714124,u
21,-0.923549834541165,u
22,0.4901255300601605,x
23,-0.08137670225796038,e
24,-0.6887378089003133,r
25,0.060924978699825036,n
26,0.6684432647757677,e
27,-1.158218733139827,d
28,0.47780208604553703,p
29,-2.9810790067257193,d
30,0.24585636164714514,d
31,-0.9175634311531402,b
32,0.6691960495855998,i
33,0.807096814733797,p
34,1.3444871306418797,f
35,-0.4118651289056792,n
36,-0.2799675296721373,z
37,-0.7854941843197474,a
38,-1.3171157967397689,i
39,1.2165299267544534,w
40,-0.5328204980640563,a
41,-2.116094927485559,k
42,0.01747550696710053,r
43,1.1873101048445596,k
44,0.7649978182126665,c
45,0.3484401366762841,u
46,1.732119726490906,s
47,-2.1217441138599393,y
