a,b,c
1,-0.15081873085617725,x
2,-0.42622400303090174,q
3,-1.6312022418252545,w
4,-0.5009710418172173,m
5,1.2554655974084201,d
6,-0.8642918097370453,w
7,-0.38949475115818205,k
8,0.2608809243809408,k
9,0.9370485106683718,g
10,1.379663231189168,d
11,-0.11778424424921728,e
12,-0.4919346340488569,s
13,1.2171299953215073,h
14,-0.04600140831374788,w
15,1.0640320931844642,u
16,1.089213297585193,n
17,0.6393701832766849,m
18,-0.9127413291453207,i
19,-0.03332294652882974,k
20,0.3309527902459135,s
21,-1.5023067817918574,g
22,-1.1180470182403057,y
23,-0.7073406361001583,l
24,0.4415921803296481,o
25,0.3815124481074697,t
26,0.9573612514676384,a
27,0.38724587692056134,n
28,-0.11738558432219516,q
29,0.9940224175952708,z
30,-1.1828949942324358,x
31,-0.5207310225719645,h
32,-0.2655255514326326,z
33,-0.4099100435065712,l
34,-2.8586639929975255,c
35,0.6022028304673616,o
36,-0.4363407013681429,y
37,0.448478006242248,n
38,-0.34745589750782757,i
39,-1.5362145776983411,j
40,1.3496497001172258,n
41,-1.5588742154371749,p
42,-0.2008130462902167,s
43,1.189723346551159,w
44,-1.3652989605258725,f
45,0.8321945256250035,d
46,0.6755560626286059,c
47,-0.7258160969181099,u
48,0.7336744513282487,z
49,0.3113526609257053,s
50,1.29695778454709,y
51,-1.0454151752034746,a
52,-0.15408822495275618,a
53,1.6172697592523497,y
54,-0.3437894411520073,r
55,0.6572301784945357,j
56,0.6964349628195371,z
57,1.559912649977715,c
58,0.3054905478362038,j
59,0.20163631787484038,e
60,-0.9433905754342906,y
61,0.12014940879079652,p
62,-0.29130002290643103,m
63,0.48463744821531096,n
64,0.023011256009773336,f
65,-0.9433051454313794,w
66,-0.968656486800573,a
67,0.8408608393340173,c
68,0.588742408009225,n
69,-1.3816992501529903,w
70,1.0245849866782921,r
71,0.1267322275621933,c
72,-0.4408144214548129,v
73,0.35289824981520856,e
