a,b,c
1,-0.23850472948128104,u
2,-0.327362717618727,q
3,0.9556468095055682,g
4,-0.5961747244959472,i
5,-0.6095722904190343,z
6,-1.5184754066649915,t
7,-0.974820174557231,g
8,-1.8002066566974846,a
9,-0.19124523526979562,g
10,-0.9766720452803149,r
11,0.1653858846820697,k
12,-3.441093731841315,p
13,-1.0454855655748467,n
14,-2.7508473390762633,u
15,0.517281222470334,r
16,-0.04931367254430256,g
17,-0.3428194267116753,q
18,-0.46259094604605294,q
19,0.4852412418995527,z
20,0.6358067630839579,n
21,-0.6442284398129808,s
22,0.6386456058682984,j
23,0.039747150289611705,p
24,0.3711202518252448,z
25,0.21863434906228635,d
26,-0.8622436282205148,s
