a,b,c
1,-0.3477698375953182,b
2,-1.5244060275859004,u
3,-0.6383184030975569,q
4,0.5941066408637623,r
5,0.05086786968541127,w
6,-0.5900869408597137,q
7,-0.45477942822705214,e
8,-0.2536475189291009,j
9,1.4988496761331669,z
10,-0.10936526912491559,n
11,3.0508282833688423,z
12,-0.7360902843230515,g
13,0.1115439022942797,o
14,-1.1060199872842134,k
15,-0.11660806535075981,g
16,0.45214777107165915,e
17,-0.04105455250518268,h
18,0.485115095005125,a
19,-0.5520279445739543,j
20,-0.567374431818686,q
21,-1.4872197201006083,w
22,0.7861011740125493,k
23,0.09476580234877668,u
24,-1.552246391298066,g
25,0.3351854443732399,a
26,0.5884029141754558,r
