a,b,c
1,-1.1620143134699648,z
2,0.0669703574777636,r
3,-0.8935068496981212,f
4,-1.187425445381187,r
5,-0.6458807752844209,m
6,-0.5296517767785703,j
7,-0.11006591233962308,n
8,-1.2678707098224824,e
9,-0.6994568550062256,a
10,0.22949882757841872,k
11,0.29199078150328356,b
12,-0.4705076865405901,w
13,0.08586897988587272,a
14,0.16524775378992226,k
15,-1.6024726844143107,l
16,0.14494247463669938,t
17,0.5742615364357401,k
18,-0.007649709992361083,s
19,1.3032033712185531,p
20,-0.17755174872660354,o
21,1.0975760216987986,c
22,-0.8693425712090319,q
23,1.3540435756891702,h
24,-0.36359707940897495,a
25,1.7472478085556262,b
26,0.5817329558277371,x
27,2.1094135034790558,d
28,1.924133026112402,g
29,-0.4074037423992568,i
30,0.8024912419687478,r
31,0.5555773575350627,a
32,0.3772731910308863,t
33,-0.15191670507938715,v
34,-0.0626892242277085,v
35,-1.5895970257506868,h
36,1.3486408166371335,q
37,-0.22350429292517537,g
38,-2.3615363943485836,l
39,0.46499316367368176,u
40,0.22554575629860135,d
41,-0.988994445176553,h
42,-0.9304806922843551,m
43,-0.4173183330042287,e
44,2.027940619132096,p
45,0.36273489858284835,o
46,0.7147962694687849,t
47,0.3718818730143141,x
48,-0.10566969665035202,q
49,-1.6318183008579832,v
50,-0.021457532609323184,o
51,0.02508742801446819,j
52,-1.6497150816808492,t
53,1.2486750310133499,k
54,0.2782583552820172,c
55,-0.9148875756081395,o
56,-0.5238515678309895,l
57,-2.1681884333127472,z
58,-3.3212433663453136,w
59,1.4096405596114252,g
60,0.6805629231611829,o
61,-1.0483945008762188,v
62,0.4227324281368449,g
63,-0.8693638670419024,m
64,-0.18290214065716995,x
65,-0.8379554589770636,b
66,1.1809679735322076,o
67,-0.21501384838651771,o
68,0.33360359603707307,w
69,1.3801975875941073,o
70,-1.7553156269338825,a
71,0.30712375224507316,i
72,0.7953453771138919,n
73,0.41079450066270934,f
74,0.33262246767188763,j
75,-1.2164898497460441,k
76,0.5096899433176464,m
77,-0.6159308260692485,h
78,1.137034403022687,p
79,-0.5691198218890843,l
80,-1.3497493680539918,k
81,-1.5111589797998786,r
82,0.23118923531335014,j
83,-0.9222008598323644,e
84,-0.31361761179227565,j
85,0.6938529628600666,z
86,-0.433264074011323,a
87,0.5655601973253688,a
88,-0.4530489224591089,d
89,0.32707931223859693,j
90,-0.4910882324035356,f
91,-0.8108660144055577,q
92,-0.5893723093673832,t
93,0.876176877764692,p
94,-1.903732325595572,w
95,-0.46370072552334113,e
96,-1.6766971807094437,c
97,-1.5342876820196014,o
98,-1.074530319328637,k
