a,b,c
1,0.5950286095413023,o
2,1.497628147225128,l
3,-1.9881110089116572,t
4,1.1080257031075353,a
5,1.6363064156661027,z
6,0.5107549553655509,o
7,1.491078116459719,k
8,-1.6456049650102946,l
9,2.1766804217861404,z
10,-0.2967566204851402,i
11,0.22798442035038358,u
12,-0.438216135381465,u
13,1.5167085416358859,s
14,-0.13967519906547526,k
15,1.2899713768883674,w
16,0.5580383551236132,k
17,0.08889048328884892,c
18,-1.4844483301465319,z
19,-1.1338511500293451,f
20,0.23439767643910045,w
21,0.5474327243631,x
22,0.6428804703119778,j
23,-0.15655372810347792,j
24,-1.0920584012142254,m
