a,b,c
1,-0.014123566448700532,d
2,0.6003389750338142,b
3,-1.702157115701109,z
4,-0.2512516916162725,b
5,-0.11553796789134439,f
6,-0.17841374535963775,k
7,-0.34413267851037294,g
8,0.015653250295783662,x
9,0.7354874155938654,e
10,-1.1154658023597404,j
11,2.198876700347587,s
12,-0.892943648708908,s
13,-0.6871585885662894,l
14,0.7547782504394819,o
15,0.015619595363764015,w
16,0.5535145089265595,d
17,-0.8950062813545415,t
18,1.2305819817129036,r
19,-1.2636080753338947,r
20,-0.2900221831708578,y
21,-0.07717993673729688,v
22,-0.5279408965477128,e
23,0.8583935999820624,l
24,-0.06598595535168561,d
25,0.005337742011793074,d
26,1.2633856665255259,v
27,1.008683532037923,v
28,-1.1704803514283633,w
29,-1.6726584464447365,d
30,-1.4649680084046888,x
