a,b,c
1,1.4720866775877592,s
2,-1.8415336851778057,e
3,0.355704469113953,z
4,-1.767633838862768,g
5,0.05949111820722061,u
6,1.1580106357142566,v
7,0.18843756928049304,h
8,-0.02333078074396454,f
9,0.8676933800680094,b
10,-0.8967202105487828,h
11,-0.5178179020531205,x
12,1.3842725798472382,r
13,1.8886807490532347,m
14,-1.1118217636632266,b
15,-0.16931842458931667,a
16,0.4475712650880425,u
17,-0.4131078624547948,p
18,-1.8105050364195159,z
19,-0.08029148691576146,x
20,0.4473087265162823,z
21,-0.3765493275646273,z
22,-1.153626626619248,y
23,-1.9688324352848166,t
24,1.641559880620368,s
25,-0.5624573860559744,x
26,2.782287049675346,p
27,-0.419058789199235,z
28,-1.5531390221097858,z
29,1.3698515812613614,f
30,0.7540561957556124,q
31,0.6941527294632236,t
32,2.8215511179510573,f
33,-0.9134782423670831,k
34,-0.8950835098200777,q
35,1.2083457607411077,x
36,-2.5890055591778935,d
37,-0.592266067360241,j
38,-0.8199286803788955,o
39,-2.837648473057322,s
40,-1.3574466271626193,t
41,0.3270217608807474,w
42,1.336336767992544,w
43,-1.346084285145339,n
44,-0.04886298953852098,a
45,1.367303480784657,t
46,1.358498747464112,u
47,0.6621286104213676,w
48,1.092617981592271,y
49,0.026689176302850122,q
50,-0.19493577010624544,p
51,-0.3733524454960615,q
52,0.7603505577116969,u
53,1.1011876278610466,q
54,0.2580397181108743,e
55,-2.045962295495548,o
56,-0.4789377308491837,i
