a,b,c
1,-0.3334216102385445,t
2,-0.47452763241906226,b
3,-0.050724032722033074,y
4,0.9713325204055795,e
5,0.4985722987081501,a
6,-0.7273143939213669,k
7,1.3186549441254418,e
8,-0.9123164395897312,o
9,-0.4520408438069722,x
10,-0.38903208008143925,t
11,1.4000763552545226,v
12,0.13679553198676414,i
13,0.017914751043653695,k
14,1.254228633811199,z
15,0.49433336962119134,w
16,-1.210625868749202,d
17,-0.5157337619207987,a
18,0.4117276081396873,l
19,-0.7273214206062251,v
20,2.761222404744897,p
21,-1.519566619808351,e
22,-0.10723711606925608,a
23,-1.0440357972449474,u
24,1.2654890875142009,i
25,3.068177875165902,g
26,1.8799778805669816,k
27,0.8178092487143261,k
28,-0.7180295058291303,q
29,-1.857587431821735,j
30,-0.3495765026425162,q
31,0.31482950457156317,w
32,-0.05107421127999392,a
33,0.38167250953944415,c
34,0.2424756331790359,f
35,1.458311699772027,e
36,-0.8311563502633232,d
37,0.2817310638400915,h
38,1.000145703073965,c
39,-0.05530073497010363,h
40,0.23091940724654936,q
41,0.6442352344213653,v
42,-0.2990193510467361,g
43,-2.0159651422801277,r
44,-0.19296858744367518,o
45,2.139727956878922,x
46,-0.8328745052093551,l
47,0.612846045608405,y
48,0.7855689232615036,a
49,-0.7289079737627231,s
50,-0.5693055577622812,z
51,-0.2977824317023524,h
52,-0.24094728905659285,f
53,-0.4328906932927851,n
54,0.8533720690310183,y
55,-0.6707657516226158,k
56,-1.7013046303339348,p
57,-0.17624108919300416,y
58,-2.7299723118163843,o
59,-1.3155001956772077,d
60,-1.4587206885843735,v
