a,b,c
1,0.6785497041838745,h
2,-0.39650821437876155,u
3,-0.847370988779378,r
4,0.13445816352999945,d
5,-0.2277226773922155,j
6,-0.011321262658951552,w
7,0.9200608919090568,k
8,-1.1173077725357348,p
9,-0.2265600530306988,k
10,-1.9968246616943486,d
11,0.06002352172962193,d
12,-0.35332610393213637,a
13,0.09703870099786582,g
14,1.0305446126071462,u
15,-0.43489736136431256,b
16,-0.4874758214569236,h
17,-1.0288871027732736,r
18,1.2780554882394595,n
19,-0.9985734028787951,m
20,2.214171980045618,l
21,-0.4827578809431292,o
22,0.2361916362522793,h
23,1.0533396846310976,p
24,-0.4500079836059129,d
25,1.0097437510194103,u
26,1.3330413148585756,l
27,-0.6516797570145912,i
28,0.368695755114048,x
29,0.25218315605394476,p
30,-1.233410458053772,w
31,-0.968452816711586,j
32,0.33080331549638287,i
33,-1.4279407895864529,m
34,-1.607257583006804,k
35,2.1453199128343527,o
36,0.2644252752804706,k
37,1.3477446330831186,v
38,-0.5725101013188089,z
39,0.8215009323729163,p
40,-1.0776583207578538,y
41,-0.47379432086467005,l
42,-0.016820528185896175,e
43,0.1055530412270468,t
44,0.11417187726483995,z
45,-0.7461334994842084,v
46,0.033425401155116156,a
47,-1.7682413559836092,d
48,0.7970273548734803,l
49,0.5914683068565503,r
50,1.2647960475120767,c
51,-1.5352011656369513,a
52,-0.5309422789021648,a
53,0.28141303209073176,k
54,-2.475575055981663,n
55,-1.6512629311730231,q
56,1.7160394659539147,a
57,0.32838371186270265,q
58,-0.15821074844138353,p
59,0.2086999731291814,g
60,-1.6970471110278025,k
61,1.305324412621125,l
62,-0.23973345934150758,x
63,-0.07624718840319507,i
64,-0.8258473081598586,g
65,0.08124255752629349,n
66,0.6610245344517376,m
67,1.527439383546645,t
68,-0.6977176007309425,g
69,-0.11362387225145243,l
70,0.6406195568788441,t
71,-0.43961343859233565,p
72,0.9053303981180415,r
73,0.6592686974132401,a
74,1.0522804103787413,o
75,-0.8445039198182864,c
76,0.24330933820592754,h
77,-0.47605030377593976,s
78,1.5799432608406503,w
79,-0.7934656299790296,z
80,-0.8208933506463871,r
81,-0.16107297759550634,x
82,0.431150139814145,c
83,1.5033970909150538,e
84,-1.5455136060107277,j
85,-0.6907469593953285,p
86,-1.3963216608616802,d
87,0.08723306273085872,y
