a,b,c
1,-0.5682354325002777,v
2,-1.6043256989707526,y
3,-0.1180712000621556,f
4,-0.641589562003743,a
5,0.268324884546462,d
6,-2.1838122002922518,n
7,0.4426882027291415,p
8,-2.027063796312977,b
9,0.7062414088589786,m
10,-0.5452113570343347,f
11,-0.9630592598556615,k
12,0.1600742984098235,c
13,-0.008016792947506998,f
14,1.0340619413022876,k
15,0.9957351097485377,g
16,0.7592014733839787,g
17,-0.3544231449755045,y
18,0.6576153598567399,w
19,0.5436126996133959,n
20,-0.14592971871482105,s
21,-1.2684547596985642,k
22,0.47027532013194473,p
23,-0.10104136896395947,h
24,-0.6808703299147231,o
25,1.0042675341815832,r
26,1.4631542804806321,o
27,-0.37435641609776465,n
28,-0.11526763114847709,d
29,-0.3604104644223158,i
30,-0.49404311592497946,o
31,1.7677800934443444,u
32,-1.2687764192120188,b
33,0.5602454306699572,e
34,-0.6456326923194301,m
35,-1.1509693358408077,g
36,1.2918576061317981,d
37,-0.37716831846503424,y
38,-1.4589389137589825,c
39,-0.7064105161120121,e
40,0.5311740754869974,j
41,-0.11631435953801655,k
42,-0.4089631741495405,l
43,-0.8023671994536247,b
44,-0.7609231254859656,f
45,0.6179243410883527,j
46,-1.5493349919519164,v
47,-1.2158832703689122,e
48,0.9191014423299729,v
49,-1.083155991164481,p
50,-0.24425121184987586,a
51,1.4758098229895258,t
52,0.6406321454774381,s
53,-0.3472359606382474,a
54,-2.4807104824126887,h
55,-1.085283060050903,p
56,-0.2676384084616725,m
57,0.1550862517060602,g
58,0.6985013600879991,e
59,-0.5195983232074991,g
60,-0.2116023023846199,f
61,0.47185704568476544,e
62,-0.23736132767715146,l
63,-1.7304886985914352,b
64,-0.2652990882388091,v
65,-0.1327271643281246,o
