a,b,c
1,-0.42406926811646795,t
2,0.7481923356830651,w
3,0.929813319075871,g
4,1.6727906354259963,q
5,0.02500482382726342,a
6,1.4210262071780093,q
7,0.7239474107082078,m
8,-0.07856279708898657,j
9,0.17718115629344075,h
10,-0.985655343592714,e
11,-0.12960149384914763,n
12,0.46455454863200596,g
13,-0.2446595517791258,s
14,-1.5610518492578214,y
15,0.7275483244283897,e
16,0.21862862582166717,q
17,1.3316016821619465,e
18,-1.3280704503228706,v
19,-0.6095661972284068,i
20,-0.3151265877554169,r
21,0.22989817786047814,k
22,0.8208080017291646,h
23,-0.5446244609705557,q
24,-1.8799354232573235,g
25,0.46350058819489653,z
26,0.13554685579160752,r
27,0.35700294709218316,f
28,1.6687295767704509,a
29,0.73314750548187,e
30,0.6656187939479767,y
31,-0.7534605173666844,d
32,0.024681029890204834,d
33,-0.9958561537298112,o
34,-0.8373232663554349,g
35,0.3387675959899587,l
36,0.7280657590682804,w
37,0.7631720454766296,v
38,-0.3547719909148256,i
39,-0.3543043225451371,s
40,0.8671063486957973,y
41,-0.8935127780757889,d
42,0.9259226835017864,j
43,1.3342462837065632,a
44,-0.8346948574560328,f
45,-0.8406492170324271,y
46,-0.821405104479673,w
47,1.198282711686542,z
48,0.18109900186364816,z
49,-0.8374839854839894,e
50,-1.3021209109215932,y
51,-1.471383942421048,y
52,-0.9392987926292471,x
53,-0.011715499598737408,i
54,-0.04617718495513069,g
55,0.013441506045642595,v
56,0.637563063178323,j
57,0.5731474326651889,j
58,0.7177529757032209,q
59,0.8110399761398491,x
60,0.5077761982007795,e
61,0.5925895043823988,b
62,-3.2204896093641024,a
63,-0.8345666575481695,z
64,-0.3282055126533868,z
65,-1.1995477676597524,w
66,-0.14320345493477404,a
67,-0.3348931265500634,n
68,0.536064654335207,a
69,-0.7238298003562141,h
70,1.1312144994476094,y
71,1.283523090416577,z
72,0.8224823017609622,v
73,-1.7773027719076449,d
74,-0.10262237345349379,u
75,-0.19330864449578958,i
76,-1.6313641116816697,h
77,0.6118354837555963,a
78,0.24545050898532972,n
79,-0.230399204525748,y
80,0.7381782371397392,o
81,0.5841928348186631,n
82,0.3387406426838139,e
83,0.7138452392905476,c
84,-1.9460401918701822,s
85,-0.9357173521759924,e
86,0.4215097180475154,c
