a,b,c
1,0.19420348739729795,i
2,0.03920717476624666,h
3,-0.4209065856558245,s
4,0.39389729342167956,q
5,0.9733748661884193,d
6,-1.1218963970651488,k
7,-1.582690676673219,v
8,-0.030706638937190427,d
9,1.501197701239715,b
10,-1.6681199434775817,g
11,-0.4101708669636711,v
12,-0.8936391825846708,l
13,-0.4078062287636231,m
14,0.07882007055456754,x
15,0.32394685826855624,t
16,-1.876965304231912,s
17,0.1120661384095657,w
18,-1.1394984856506256,x
19,0.28395152070473567,z
20,-0.6533170146439418,c
21,1.9907366255949865,q
22,-2.5982639323250223,c
23,-1.116354182603599,a
24,0.32849250230637694,a
25,0.2580925310496007,c
26,-0.6342642111515526,d
27,0.26026537981482717,h
28,-0.5224859331492765,w
29,0.10504491965087946,d
30,0.3460777572359177,a
31,-0.4579780386639261,p
32,-0.8690612014463336,c
33,-1.8179635689143039,o
34,0.004138410041662267,z
35,0.15479774828691825,v
36,-0.907188695253373,r
37,-0.5019747617788841,e
38,-1.1515528878789625,b
39,-0.12154235296178517,p
40,-1.3211935170807554,c
41,0.024418570430743993,o
42,0.718874788057702,m
43,0.8270989618515385,l
44,-0.6734956683923793,n
