a,b,c
1,-0.012722566711139425,r
2,-2.2861665822223882,o
3,0.28763330838662055,e
4,-2.702256103453884,h
5,-0.056990987524341764,j
6,0.6841772375894531,l
7,1.6400988016604097,w
8,0.4467810672238815,w
9,-0.3115555796201329,x
10,1.497085037933667,j
11,-0.717986584132917,h
12,0.5965315768307836,g
13,-0.568872094951118,s
14,0.35568188743995194,t
15,0.12722120216112845,e
16,1.5696145476684875,x
17,-1.7499735207003975,t
18,0.15372153419848392,f
19,0.6575814164905541,x
20,0.5898733611535731,r
21,-2.0150812967759117,w
22,0.10315678060416053,y
23,0.31608758513540275,u
24,-0.809157412426624,g
25,-0.9553621165485174,r
26,1.3962609262001517,z
27,-0.31497985521626254,s
28,1.7008172626638554,l
29,0.5061525492106582,v
30,-0.25928182052258925,n
31,-0.8716747708846123,n
32,0.3966897759130533,g
33,0.9539502984909279,m
34,-0.5988552361494425,d
35,2.319279437319665,u
36,0.06112146726963066,p
37,1.0789937548999393,y
38,-0.44362121337989885,r
39,1.531650067217703,s
40,0.33190147547528887,z
41,1.3985618731684575,i
42,-0.8459201514702892,z
43,-1.1186085727500557,a
44,1.8693184812241888,c
45,0.47077865639209976,k
46,-0.5597751377528023,w
47,-0.38436561676346154,v
48,0.46583767437667517,w
49,1.0401964752741453,f
50,-1.2954912053234136,e
51,0.07077825348789314,k
52,-1.227606462681403,e
53,0.9738374426576245,z
