a,b,c
1,-1.1517200123136029,w
2,-2.279662068419276,j
3,-0.26224941976337496,g
4,-2.5111220234289267,w
5,-0.05888663325855211,t
6,0.6359725968570691,y
7,-1.8298393937805524,a
8,0.15469777051101816,z
9,0.4432372531455108,z
10,-0.8279729395290893,a
11,-1.137252930462811,p
12,0.5682408948617984,h
13,-1.191452675220718,x
14,0.2961697779944769,g
15,-1.2298375761628157,l
16,1.1185265017625108,k
17,-2.4681428878747123,h
18,-0.1550044229834178,n
19,-1.6782123088888852,s
20,2.0566872114307606,c
21,1.0315943306147277,s
22,0.21390333201024103,n
23,0.7864339720867071,c
24,1.3397472490424884,h
25,0.7795786311312446,i
26,2.0500805893402165,c
27,-1.3454080399961863,g
28,1.11771951722277,e
29,0.780231108108119,u
30,1.1109182801746222,d
31,-0.9502247690807271,e
32,0.867488485251803,c
33,-1.2392652954752195,h
34,-0.9562862403558376,l
35,0.943123780837242,d
36,-0.9643547110036819,r
37,-0.06668375750423315,x
38,-0.6224555430066708,y
39,-1.452018892850779,f
40,0.7399952872143774,n
41,1.230501416104485,y
42,-0.9769045559788047,o
43,-0.488675028307446,n
44,-0.24727318281065874,z
45,0.04475081771733626,g
46,1.9091352460135143,p
47,0.46916064111531225,b
48,0.1770106649566149,z
49,-1.1746379177455888,o
50,0.455921674140325,g
51,0.1195374875401499,q
52,0.8451933620527886,t
53,-1.9599832921170235,x
54,0.4662758878206218,h
55,-0.6741946077836178,a
56,0.6116604985946874,k
57,0.9781354749039417,g
58,-0.19955077350480196,d
59,-0.42504558804257536,n
60,0.6192163949834517,r
61,0.6243302734692016,i
62,0.39121239232281024,g
63,0.13142735648873316,w
64,1.5351247308919687,g
65,1.18085057251511,e
66,0.832089992456018,c
67,0.4252460090008552,q
68,0.16559413104665452,y
69,1.6135213625231366,w
70,-1.1115571133114082,u
71,0.6244662160951567,w
72,1.1999396330588665,f
73,1.43714282942204,n
74,-1.089818838116472,l
75,0.3361243002450109,w
76,2.5716548942436344,h
77,0.08625363958071174,t
78,-0.01712923755671101,m
