a,b,c
1,-1.044039962344614,i
2,0.7585986997057229,a
3,-0.6732709806290164,s
4,-0.6977786395753016,u
5,0.6558554857724059,y
6,-0.14405050354141483,n
7,-0.3012787533010348,t
8,0.16846394004504733,u
9,1.133383851895541,t
10,-0.4251658937529495,v
11,-0.6938887665929647,o
12,-1.266907777617477,i
13,0.8251366550371172,e
14,0.31093895470881017,f
15,-1.7331396857022296,w
16,0.2634854121955112,w
17,-0.20220185525489798,z
18,1.0185069741164983,e
19,-0.30571938702477314,s
20,-0.3748153762875996,p
21,-1.7650920652564888,l
22,0.5818410523243143,l
23,-1.350792636326067,y
24,1.0369851661157503,e
25,1.2403213331131266,f
26,-1.021987106795724,p
27,0.13305072693138026,p
28,0.6058504415720012,y
29,-0.631275047796783,h
30,-1.0181451656667433,v
31,-0.5114495600647334,p
32,-1.2935929970667068,z
33,0.3643295539527613,z
34,-1.035474626849339,y
35,-1.3885135368719166,e
36,0.8088450051323537,x
37,-0.44148255788838303,g
38,-0.9956947517576478,y
39,0.5865464314154464,t
40,-0.6066992347949919,z
41,-0.5137984749917607,w
42,1.1964636001018092,z
43,-0.21170285302377814,y
44,0.6196515419538668,b
45,-0.04533288631297604,w
46,1.0214788098784926,g
47,-0.7326631431653532,c
