a,b,c
1,0.4130888055508953,f
2,-0.3096079956859046,b
3,-1.8440317246690139,j
4,0.04364741557910991,i
5,1.6606723576839426,e
6,0.6112544207740429,e
7,-0.5759140066729639,o
8,2.323270859584416,e
9,-0.7668905030868352,e
10,-0.5762808607797375,f
11,-1.7770734599859055,m
12,-0.04262002649560216,q
13,1.2314873059229086,b
14,-1.5263602466855999,l
15,-1.1579681269323883,r
16,-0.12300242063192274,y
17,0.20359216113814896,b
18,0.12375213838449092,z
19,-0.5845995719202965,j
20,0.9387346126607039,k
21,-1.582834407730978,u
22,1.740870552579687,r
23,-0.03412502094468946,l
24,2.044850251068996,l
25,0.5803053789116005,k
26,-1.6769756454378881,v
27,0.2242835424534717,n
28,-0.48877845735136816,z
29,-0.8285531820619071,v
30,-0.2385917379914109,v
31,-1.7376770825460872,x
32,0.35434785355418813,c
33,0.23893196496218896,l
34,-0.12510447069278183,p
35,0.9428424945942261,f
36,-0.4463237148785268,n
37,-1.0778763078014202,g
38,0.8797464206282283,k
39,-0.018559849054126186,x
40,0.9423200000163833,i
41,0.8932682112950177,z
42,2.1419225183445794,d
43,0.7661526965814256,v
44,-0.7682713913714988,e
45,-0.06887560215790046,f
46,-0.1884349869019197,s
47,0.45176102523341455,f
48,-0.23842980749270895,i
49,0.6601775312045228,t
50,-0.28294038763969087,j
